Lugar de residencia;Edad;Medida;Valor;
Villaviciosa de Córdoba;Índice de dependencia jóvenes;Población municipal;17,903476907109496;
Villaviciosa de Córdoba;Índice de dependencia mayores;Población municipal;46,081992734820965;
Zuheros;Índice de dependencia global;Población municipal;57,356608478803;
Zuheros;Índice de dependencia jóvenes;Población municipal;12,967581047381547;
Zuheros;Índice de dependencia mayores;Población municipal;44,38902743142145;
Agrón;Índice de dependencia global;Población municipal;58,333333333333336;
Agrón;Índice de dependencia jóvenes;Población municipal;22,435897435897438;
Agrón;Índice de dependencia mayores;Población municipal;35,8974358974359;
Alamedilla;Índice de dependencia global;Población municipal;54,495912806539515;
Alamedilla;Índice de dependencia jóvenes;Población municipal;12,806539509536785;
Alamedilla;Índice de dependencia mayores;Población municipal;41,689373297002724;
Albolote;Índice de dependencia global;Población municipal;45,51311202061543;
Albolote;Índice de dependencia jóvenes;Población municipal;25,4585417614067;
Albolote;Índice de dependencia mayores;Población municipal;20,05457025920873;
Albondón;Índice de dependencia global;Población municipal;48,36065573770492;
Albondón;Índice de dependencia jóvenes;Población municipal;13,729508196721312;
Albondón;Índice de dependencia mayores;Población municipal;34,63114754098361;
Albuñán;Índice de dependencia global;Población municipal;68,87966804979253;
Albuñán;Índice de dependencia jóvenes;Población municipal;17,42738589211618;
Albuñán;Índice de dependencia mayores;Población municipal;51,45228215767634;
Albuñol;Índice de dependencia global;Población municipal;42,91217257318952;
Albuñol;Índice de dependencia jóvenes;Población municipal;23,940677966101696;
Albuñol;Índice de dependencia mayores;Población municipal;18,971494607087827;
Albuñuelas;Índice de dependencia global;Población municipal;66,73728813559322;
Albuñuelas;Índice de dependencia jóvenes;Población municipal;13,347457627118645;
Albuñuelas;Índice de dependencia mayores;Población municipal;53,38983050847458;
Aldeire;Índice de dependencia global;Población municipal;61,229946524064175;
Aldeire;Índice de dependencia jóvenes;Población municipal;17,914438502673796;
Aldeire;Índice de dependencia mayores;Población municipal;43,31550802139038;
Alfacar;Índice de dependencia global;Población municipal;44,87678339818418;
Alfacar;Índice de dependencia jóvenes;Población municipal;22,204928664072632;
Alfacar;Índice de dependencia mayores;Población municipal;22,671854734111545;
Algarinejo;Índice de dependencia global;Población municipal;66,62106703146374;
Algarinejo;Índice de dependencia jóvenes;Población municipal;16,757865937072502;
Algarinejo;Índice de dependencia mayores;Población municipal;49,86320109439124;
Alhama de Granada;Índice de dependencia global;Población municipal;48,82567849686848;
Alhama de Granada;Índice de dependencia jóvenes;Población municipal;21,29436325678497;
Alhama de Granada;Índice de dependencia mayores;Población municipal;27,531315240083508;
Alhendín;Índice de dependencia global;Población municipal;47,1432800473653;
Alhendín;Índice de dependencia jóvenes;Población municipal;31,17229129662522;
Alhendín;Índice de dependencia mayores;Población municipal;15,970988750740084;
Alicún de Ortega;Índice de dependencia global;Población municipal;54,729729729729726;
Alicún de Ortega;Índice de dependencia jóvenes;Población municipal;15,202702702702704;
Alicún de Ortega;Índice de dependencia mayores;Población municipal;39,52702702702703;
Almegíjar;Índice de dependencia global;Población municipal;76,34408602150538;
Almegíjar;Índice de dependencia jóvenes;Población municipal;11,827956989247312;
Almegíjar;Índice de dependencia mayores;Población municipal;64,51612903225806;
Almuñécar;Índice de dependencia global;Población municipal;56,1835805208455;
Almuñécar;Índice de dependencia jóvenes;Población municipal;21,59873875978045;
Almuñécar;Índice de dependencia mayores;Población municipal;34,58484176106505;
Alpujarra de la Sierra;Índice de dependencia global;Población municipal;58,147512864494;
Alpujarra de la Sierra;Índice de dependencia jóvenes;Población municipal;9,777015437392796;
Alpujarra de la Sierra;Índice de dependencia mayores;Población municipal;48,3704974271012;
Alquife;Índice de dependencia global;Población municipal;59,2391304347826;
Alquife;Índice de dependencia jóvenes;Población municipal;12,771739130434783;
Alquife;Índice de dependencia mayores;Población municipal;46,46739130434783;
Arenas del Rey;Índice de dependencia global;Población municipal;45,5607476635514;
Arenas del Rey;Índice de dependencia jóvenes;Población municipal;12,149532710280374;
Arenas del Rey;Índice de dependencia mayores;Población municipal;33,41121495327103;
Armilla;Índice de dependencia global;Población municipal;42,257263328134925;
Armilla;Índice de dependencia jóvenes;Población municipal;23,410154219372725;
Armilla;Índice de dependencia mayores;Población municipal;18,847109108762204;
Atarfe;Índice de dependencia global;Población municipal;48,76108901804833;
Atarfe;Índice de dependencia jóvenes;Población municipal;30,437442643010094;
Atarfe;Índice de dependencia mayores;Población municipal;18,323646375038237;
Baza;Índice de dependencia global;Población municipal;52,37810349985044;
Baza;Índice de dependencia jóvenes;Población municipal;22,973377206102302;
Baza;Índice de dependencia mayores;Población municipal;29,40472629374813;
Beas de Granada;Índice de dependencia global;Población municipal;60,32520325203252;
Beas de Granada;Índice de dependencia jóvenes;Población municipal;18,536585365853657;
Beas de Granada;Índice de dependencia mayores;Población municipal;41,78861788617886;
Beas de Guadix;Índice de dependencia global;Población municipal;62,755102040816325;
Beas de Guadix;Índice de dependencia jóvenes;Población municipal;18,877551020408163;
Beas de Guadix;Índice de dependencia mayores;Población municipal;43,87755102040816;
Benalúa;Índice de dependencia global;Población municipal;56,05552896122546;
Benalúa;Índice de dependencia jóvenes;Población municipal;27,429392053614173;
Benalúa;Índice de dependencia mayores;Población municipal;28,6261369076113;
Benalúa de las Villas;Índice de dependencia global;Población municipal;49,858356940509914;
Benalúa de las Villas;Índice de dependencia jóvenes;Población municipal;15,155807365439095;
Benalúa de las Villas;Índice de dependencia mayores;Población municipal;34,702549575070826;
Benamaurel;Índice de dependencia global;Población municipal;64,49746926970354;
Benamaurel;Índice de dependencia jóvenes;Población municipal;24,584237165582067;
Benamaurel;Índice de dependencia mayores;Población municipal;39,91323210412148;
Bérchules;Índice de dependencia global;Población municipal;49,24731182795699;
Bérchules;Índice de dependencia jóvenes;Población municipal;14,838709677419354;
Bérchules;Índice de dependencia mayores;Población municipal;34,40860215053764;
Bubión;Índice de dependencia global;Población municipal;49,53703703703704;
Bubión;Índice de dependencia jóvenes;Población municipal;12,037037037037036;
Bubión;Índice de dependencia mayores;Población municipal;37,5;
Busquístar;Índice de dependencia global;Población municipal;36,03603603603604;
Busquístar;Índice de dependencia jóvenes;Población municipal;8,558558558558559;
Busquístar;Índice de dependencia mayores;Población municipal;27,47747747747748;
Cacín;Índice de dependencia global;Población municipal;59,01162790697675;
Cacín;Índice de dependencia jóvenes;Población municipal;10,755813953488373;
Cacín;Índice de dependencia mayores;Población municipal;48,25581395348838;
Cádiar;Índice de dependencia global;Población municipal;58,96907216494846;
Cádiar;Índice de dependencia jóvenes;Población municipal;18,24742268041237;
Cádiar;Índice de dependencia mayores;Población municipal;40,72164948453608;
Cájar;Índice de dependencia global;Población municipal;48,17156997525433;
Cájar;Índice de dependencia jóvenes;Población municipal;24,278251306021446;
Cájar;Índice de dependencia mayores;Población municipal;23,893318669232887;
Calicasas;Índice de dependencia global;Población municipal;43,04347826086957;
Calicasas;Índice de dependencia jóvenes;Población municipal;19,782608695652172;
Calicasas;Índice de dependencia mayores;Población municipal;23,26086956521739;
Campotéjar;Índice de dependencia global;Población municipal;49,39320388349515;
Campotéjar;Índice de dependencia jóvenes;Población municipal;15,291262135922329;
Campotéjar;Índice de dependencia mayores;Población municipal;34,101941747572816;
Caniles;Índice de dependencia global;Población municipal;61,82037857430528;
Caniles;Índice de dependencia jóvenes;Población municipal;19,653644784534837;
Caniles;Índice de dependencia mayores;Población municipal;42,16673378977044;
Cáñar;Índice de dependencia global;Población municipal;54,440154440154444;
Cáñar;Índice de dependencia jóvenes;Población municipal;23,166023166023166;
Cáñar;Índice de dependencia mayores;Población municipal;31,27413127413127;
Capileira;Índice de dependencia global;Población municipal;44,13965087281795;
Capileira;Índice de dependencia jóvenes;Población municipal;20,199501246882793;
Capileira;Índice de dependencia mayores;Población municipal;23,940149625935163;
Carataunas;Índice de dependencia global;Población municipal;45,65217391304348;
Carataunas;Índice de dependencia jóvenes;Población municipal;11,594202898550725;
Carataunas;Índice de dependencia mayores;Población municipal;34,05797101449276;
Cástaras;Índice de dependencia global;Población municipal;62,93706293706294;
Cástaras;Índice de dependencia jóvenes;Población municipal;11,188811188811188;
Cástaras;Índice de dependencia mayores;Población municipal;51,74825174825175;
Castilléjar;Índice de dependencia global;Población municipal;67,13375796178343;
Castilléjar;Índice de dependencia jóvenes;Población municipal;15,54140127388535;
Castilléjar;Índice de dependencia mayores;Población municipal;51,59235668789809;
Castril;Índice de dependencia global;Población municipal;63,08562197092083;
Castril;Índice de dependencia jóvenes;Población municipal;14,378029079159935;
Castril;Índice de dependencia mayores;Población municipal;48,7075928917609;
Cenes de la Vega;Índice de dependencia global;Población municipal;35,848109735697555;
Cenes de la Vega;Índice de dependencia jóvenes;Población municipal;20,69253931080629;
Cenes de la Vega;Índice de dependencia mayores;Población municipal;15,155570424891268;
Chauchina;Índice de dependencia global;Población municipal;49,88098386670193;
Chauchina;Índice de dependencia jóvenes;Población municipal;27,63819095477387;
Chauchina;Índice de dependencia mayores;Población municipal;22,24279291192806;
Chimeneas;Índice de dependencia global;Población municipal;55,1980198019802;
Chimeneas;Índice de dependencia jóvenes;Población municipal;17,2029702970297;
Chimeneas;Índice de dependencia mayores;Población municipal;37,995049504950494;
Churriana de la Vega;Índice de dependencia global;Población municipal;46,38290098648155;
Churriana de la Vega;Índice de dependencia jóvenes;Población municipal;30,087687248812568;
Churriana de la Vega;Índice de dependencia mayores;Población municipal;16,29521373766898;
Cijuela;Índice de dependencia global;Población municipal;44,42629644752961;
Cijuela;Índice de dependencia jóvenes;Población municipal;29,154757043691305;
Cijuela;Índice de dependencia mayores;Población municipal;15,271539403838302;
Cogollos de Guadix;Índice de dependencia global;Población municipal;57,81637717121588;
Cogollos de Guadix;Índice de dependencia jóvenes;Población municipal;14,1439205955335;
Cogollos de Guadix;Índice de dependencia mayores;Población municipal;43,67245657568238;
Cogollos de la Vega;Índice de dependencia global;Población municipal;55,52170601675552;
Cogollos de la Vega;Índice de dependencia jóvenes;Población municipal;24,828636709824828;
Cogollos de la Vega;Índice de dependencia mayores;Población municipal;30,693069306930692;
Colomera;Índice de dependencia global;Población municipal;53,32541567695962;
Colomera;Índice de dependencia jóvenes;Población municipal;19,47743467933492;
Colomera;Índice de dependencia mayores;Población municipal;33,8479809976247;
Cortes de Baza;Índice de dependencia global;Población municipal;73,21937321937322;
Cortes de Baza;Índice de dependencia jóvenes;Población municipal;15,859449192782527;
Cortes de Baza;Índice de dependencia mayores;Población municipal;57,35992402659069;
Cortes y Graena;Índice de dependencia global;Población municipal;52,92307692307693;
Cortes y Graena;Índice de dependencia jóvenes;Población municipal;17,53846153846154;
Cortes y Graena;Índice de dependencia mayores;Población municipal;35,38461538461539;
Cuevas del Campo;Índice de dependencia global;Población municipal;65,14018691588785;
Cuevas del Campo;Índice de dependencia jóvenes;Población municipal;19,439252336448597;
Cuevas del Campo;Índice de dependencia mayores;Población municipal;45,70093457943925;
Cúllar;Índice de dependencia global;Población municipal;61,9105199516324;
Cúllar;Índice de dependencia jóvenes;Población municipal;19,064893188230553;
Cúllar;Índice de dependencia mayores;Población municipal;42,84562676340185;
Cúllar Vega;Índice de dependencia global;Población municipal;41,5591596019167;
Cúllar Vega;Índice de dependencia jóvenes;Población municipal;25,101363803907113;
Cúllar Vega;Índice de dependencia mayores;Población municipal;16,457795798009585;
Darro;Índice de dependencia global;Población municipal;52,117863720073665;
Darro;Índice de dependencia jóvenes;Población municipal;29,926335174953962;
Darro;Índice de dependencia mayores;Población municipal;22,191528545119706;
Dehesas de Guadix;Índice de dependencia global;Población municipal;66,94214876033058;
Dehesas de Guadix;Índice de dependencia jóvenes;Población municipal;19,00826446280992;
Dehesas de Guadix;Índice de dependencia mayores;Población municipal;47,93388429752066;
Dehesas Viejas;Índice de dependencia global;Población municipal;47,019867549668874;
Dehesas Viejas;Índice de dependencia jóvenes;Población municipal;15,2317880794702;
Dehesas Viejas;Índice de dependencia mayores;Población municipal;31,788079470198678;
Deifontes;Índice de dependencia global;Población municipal;58,10157194679565;
Deifontes;Índice de dependencia jóvenes;Población municipal;26,481257557436518;
Deifontes;Índice de dependencia mayores;Población municipal;31,620314389359127;
Diezma;Índice de dependencia global;Población municipal;59,958071278826;
Diezma;Índice de dependencia jóvenes;Población municipal;23,48008385744235;
Diezma;Índice de dependencia mayores;Población municipal;36,477987421383645;
Dílar;Índice de dependencia global;Población municipal;46,55056932350971;
Dílar;Índice de dependencia jóvenes;Población municipal;22,17012726054923;
Dílar;Índice de dependencia mayores;Población municipal;24,380442062960483;
Dólar;Índice de dependencia global;Población municipal;67,75956284153006;
Dólar;Índice de dependencia jóvenes;Población municipal;21,03825136612022;
Dólar;Índice de dependencia mayores;Población municipal;46,72131147540984;
Domingo Pérez de Granada;Índice de dependencia global;Población municipal;63,899613899613904;
Domingo Pérez de Granada;Índice de dependencia jóvenes;Población municipal;22,586872586872587;
Domingo Pérez de Granada;Índice de dependencia mayores;Población municipal;41,312741312741316;
Dúdar;Índice de dependencia global;Población municipal;48,53556485355649;
Dúdar;Índice de dependencia jóvenes;Población municipal;17,154811715481173;
Dúdar;Índice de dependencia mayores;Población municipal;31,380753138075313;
Dúrcal;Índice de dependencia global;Población municipal;47,89915966386555;
Dúrcal;Índice de dependencia jóvenes;Población municipal;21,11088337774134;
Dúrcal;Índice de dependencia mayores;Población municipal;26,78827628612421;
El Pinar;Índice de dependencia global;Población municipal;50,841750841750844;
El Pinar;Índice de dependencia jóvenes;Población municipal;12,626262626262626;
El Pinar;Índice de dependencia mayores;Población municipal;38,215488215488215;
El Valle;Índice de dependencia global;Población municipal;64,92805755395683;
El Valle;Índice de dependencia jóvenes;Población municipal;13,66906474820144;
El Valle;Índice de dependencia mayores;Población municipal;51,2589928057554;
Escúzar;Índice de dependencia global;Población municipal;56,074766355140184;
Escúzar;Índice de dependencia jóvenes;Población municipal;23,925233644859816;
Escúzar;Índice de dependencia mayores;Población municipal;32,149532710280376;
Ferreira;Índice de dependencia global;Población municipal;76,30057803468208;
Ferreira;Índice de dependencia jóvenes;Población municipal;16,76300578034682;
Ferreira;Índice de dependencia mayores;Población municipal;59,53757225433526;
Fonelas;Índice de dependencia global;Población municipal;56,96;
Fonelas;Índice de dependencia jóvenes;Población municipal;25,6;
Fonelas;Índice de dependencia mayores;Población municipal;31,36;
Fornes;Índice de dependencia global;Población municipal;46,19718309859155;
Fornes;Índice de dependencia jóvenes;Población municipal;10,140845070422536;
Fornes;Índice de dependencia mayores;Población municipal;36,056338028169016;
Freila;Índice de dependencia global;Población municipal;57,019064124783355;
Freila;Índice de dependencia jóvenes;Población municipal;16,291161178509533;
Freila;Índice de dependencia mayores;Población municipal;40,72790294627383;
Fuente Vaqueros;Índice de dependencia global;Población municipal;49,36241610738255;
Fuente Vaqueros;Índice de dependencia jóvenes;Población municipal;23,691275167785236;
Fuente Vaqueros;Índice de dependencia mayores;Población municipal;25,671140939597315;
Galera;Índice de dependencia global;Población municipal;70,38167938931298;
Galera;Índice de dependencia jóvenes;Población municipal;15,267175572519085;
Galera;Índice de dependencia mayores;Población municipal;55,11450381679389;
Gobernador;Índice de dependencia global;Población municipal;81,03448275862068;
Gobernador;Índice de dependencia jóvenes;Población municipal;6,0344827586206895;
Gobernador;Índice de dependencia mayores;Población municipal;75;
Gójar;Índice de dependencia global;Población municipal;43,84143463898065;
Gójar;Índice de dependencia jóvenes;Población municipal;23,525247758376594;
Gójar;Índice de dependencia mayores;Población municipal;20,316186880604057;
Gor;Índice de dependencia global;Población municipal;73,75886524822694;
Gor;Índice de dependencia jóvenes;Población municipal;8,037825059101655;
Gor;Índice de dependencia mayores;Población municipal;65,72104018912529;
Gorafe;Índice de dependencia global;Población municipal;67,55555555555556;
Gorafe;Índice de dependencia jóvenes;Población municipal;11,11111111111111;
Gorafe;Índice de dependencia mayores;Población municipal;56,44444444444444;
Granada (capital);Índice de dependencia global;Población municipal;57,85106852946049;
Granada (capital);Índice de dependencia jóvenes;Población municipal;21,87448230161798;
Granada (capital);Índice de dependencia mayores;Población municipal;35,97658622784251;
Guadahortuna;Índice de dependencia global;Población municipal;59,375;
Guadahortuna;Índice de dependencia jóvenes;Población municipal;30,381944444444443;
Guadahortuna;Índice de dependencia mayores;Población municipal;28,993055555555557;
Guadix;Índice de dependencia global;Población municipal;52,62028554922835;
Guadix;Índice de dependencia jóvenes;Población municipal;23,710489395064783;
Guadix;Índice de dependencia mayores;Población municipal;28,90979615416357;
Gualchos;Índice de dependencia global;Población municipal;45,825296224855336;
Gualchos;Índice de dependencia jóvenes;Población municipal;24,3593276384679;
Gualchos;Índice de dependencia mayores;Población municipal;21,465968586387437;
Güéjar Sierra;Índice de dependencia global;Población municipal;44,14414414414414;
Güéjar Sierra;Índice de dependencia jóvenes;Población municipal;17,71771771771772;
Güéjar Sierra;Índice de dependencia mayores;Población municipal;26,426426426426424;
Güevéjar;Índice de dependencia global;Población municipal;44,15584415584416;
Güevéjar;Índice de dependencia jóvenes;Población municipal;26,244588744588743;
Güevéjar;Índice de dependencia mayores;Población municipal;17,91125541125541;
Huélago;Índice de dependencia global;Población municipal;51,6260162601626;
Huélago;Índice de dependencia jóvenes;Población municipal;21,544715447154474;
Huélago;Índice de dependencia mayores;Población municipal;30,081300813008134;
Huéneja;Índice de dependencia global;Población municipal;49,75186104218362;
Huéneja;Índice de dependencia jóvenes;Población municipal;15,136476426799009;
Huéneja;Índice de dependencia mayores;Población municipal;34,61538461538461;
Huéscar;Índice de dependencia global;Población municipal;57,214146235625954;
Huéscar;Índice de dependencia jóvenes;Población municipal;20,676936428726407;
Huéscar;Índice de dependencia mayores;Población municipal;36,53720980689955;
Huétor de Santillán;Índice de dependencia global;Población municipal;41,70965364775239;
Huétor de Santillán;Índice de dependencia jóvenes;Población municipal;17,75976418570376;
Huétor de Santillán;Índice de dependencia mayores;Población municipal;23,949889462048638;
Huétor Tájar;Índice de dependencia global;Población municipal;46,797549429128374;
Huétor Tájar;Índice de dependencia jóvenes;Población municipal;23,795600111389582;
Huétor Tájar;Índice de dependencia mayores;Población municipal;23,00194931773879;
Huétor Vega;Índice de dependencia global;Población municipal;42,72727272727273;
Huétor Vega;Índice de dependencia jóvenes;Población municipal;21,605667060212514;
Huétor Vega;Índice de dependencia mayores;Población municipal;21,121605667060212;
Íllora;Índice de dependencia global;Población municipal;52,07163454241919;
Íllora;Índice de dependencia jóvenes;Población municipal;21,384125056913035;
Íllora;Índice de dependencia mayores;Población municipal;30,687509485506148;
Ítrabo;Índice de dependencia global;Población municipal;54,11184210526315;
Ítrabo;Índice de dependencia jóvenes;Población municipal;21,052631578947366;
Ítrabo;Índice de dependencia mayores;Población municipal;33,05921052631579;
Iznalloz;Índice de dependencia global;Población municipal;56,244302643573384;
Iznalloz;Índice de dependencia jóvenes;Población municipal;31,965967790944998;
Iznalloz;Índice de dependencia mayores;Población municipal;24,27833485262838;
Játar;Índice de dependencia global;Población municipal;41,21951219512195;
Játar;Índice de dependencia jóvenes;Población municipal;15,609756097560975;
Játar;Índice de dependencia mayores;Población municipal;25,609756097560975;
Jayena;Índice de dependencia global;Población municipal;50;
Jayena;Índice de dependencia jóvenes;Población municipal;15,029761904761903;
Jayena;Índice de dependencia mayores;Población municipal;34,970238095238095;
Jérez del Marquesado;Índice de dependencia global;Población municipal;56,209150326797385;
Jérez del Marquesado;Índice de dependencia jóvenes;Población municipal;15,196078431372548;
Jérez del Marquesado;Índice de dependencia mayores;Población municipal;41,01307189542484;
Jete;Índice de dependencia global;Población municipal;39,612188365650965;
Jete;Índice de dependencia jóvenes;Población municipal;13,434903047091412;
Jete;Índice de dependencia mayores;Población municipal;26,177285318559555;
Jun;Índice de dependencia global;Población municipal;44,39218523878437;
Jun;Índice de dependencia jóvenes;Población municipal;29,01591895803184;
Jun;Índice de dependencia mayores;Población municipal;15,376266280752532;
Juviles;Índice de dependencia global;Población municipal;67,5;
Juviles;Índice de dependencia jóvenes;Población municipal;18,75;
Juviles;Índice de dependencia mayores;Población municipal;48,75;
La Calahorra;Índice de dependencia global;Población municipal;58,0952380952381;
La Calahorra;Índice de dependencia jóvenes;Población municipal;13,571428571428571;
La Calahorra;Índice de dependencia mayores;Población municipal;44,52380952380952;
La Malahá;Índice de dependencia global;Población municipal;50,45719035743973;
La Malahá;Índice de dependencia jóvenes;Población municipal;23,19201995012469;
La Malahá;Índice de dependencia mayores;Población municipal;27,265170407315047;
La Peza;Índice de dependencia global;Población municipal;59,14127423822715;
La Peza;Índice de dependencia jóvenes;Población municipal;20,914127423822716;
La Peza;Índice de dependencia mayores;Población municipal;38,227146814404435;
La Taha;Índice de dependencia global;Población municipal;61,915367483296215;
La Taha;Índice de dependencia jóvenes;Población municipal;18,040089086859687;
La Taha;Índice de dependencia mayores;Población municipal;43,87527839643652;
La Zubia;Índice de dependencia global;Población municipal;44,214632710142794;
La Zubia;Índice de dependencia jóvenes;Población municipal;23,126748123067863;
La Zubia;Índice de dependencia mayores;Población municipal;21,087884587074928;
Láchar;Índice de dependencia global;Población municipal;45,29201430274136;
Láchar;Índice de dependencia jóvenes;Población municipal;25,50655542312277;
Láchar;Índice de dependencia mayores;Población municipal;19,785458879618595;
Lanjarón;Índice de dependencia global;Población municipal;53,76435559336452;
Lanjarón;Índice de dependencia jóvenes;Población municipal;18,63037005529562;
Lanjarón;Índice de dependencia mayores;Población municipal;35,133985538068906;
Lanteira;Índice de dependencia global;Población municipal;62,643678160919535;
Lanteira;Índice de dependencia jóvenes;Población municipal;18,103448275862068;
Lanteira;Índice de dependencia mayores;Población municipal;44,54022988505747;
Las Gabias;Índice de dependencia global;Población municipal;41,73548469063652;
Las Gabias;Índice de dependencia jóvenes;Población municipal;27,385338584677932;
Las Gabias;Índice de dependencia mayores;Población municipal;14,350146105958583;
Lecrín;Índice de dependencia global;Población municipal;56,690140845070424;
Lecrín;Índice de dependencia jóvenes;Población municipal;16,619718309859156;
Lecrín;Índice de dependencia mayores;Población municipal;40,07042253521127;
Lentegí;Índice de dependencia global;Población municipal;61,83574879227053;
Lentegí;Índice de dependencia jóvenes;Población municipal;17,874396135265698;
Lentegí;Índice de dependencia mayores;Población municipal;43,96135265700483;
Lobras;Índice de dependencia global;Población municipal;56,97674418604651;
Lobras;Índice de dependencia jóvenes;Población municipal;10,465116279069768;
Lobras;Índice de dependencia mayores;Población municipal;46,51162790697674;
Loja;Índice de dependencia global;Población municipal;51,429202887873885;
Loja;Índice de dependencia jóvenes;Población municipal;23,677618977456902;
Loja;Índice de dependencia mayores;Población municipal;27,751583910416972;
Los Guájares;Índice de dependencia global;Población municipal;57,36766809728183;
Los Guájares;Índice de dependencia jóvenes;Población municipal;10,872675250357654;
Los Guájares;Índice de dependencia mayores;Población municipal;46,49499284692418;
Lugros;Índice de dependencia global;Población municipal;79,88165680473372;
Lugros;Índice de dependencia jóvenes;Población municipal;14,201183431952662;
Lugros;Índice de dependencia mayores;Población municipal;65,68047337278107;
Lújar;Índice de dependencia global;Población municipal;54,31309904153354;
Lújar;Índice de dependencia jóvenes;Población municipal;12,460063897763577;
Lújar;Índice de dependencia mayores;Población municipal;41,853035143769965;
Maracena;Índice de dependencia global;Población municipal;46,33714060653801;
Maracena;Índice de dependencia jóvenes;Población municipal;24,832611264277276;
Maracena;Índice de dependencia mayores;Población municipal;21,504529342260735;
Marchal;Índice de dependencia global;Población municipal;66,26506024096386;
Marchal;Índice de dependencia jóvenes;Población municipal;27,309236947791167;
Marchal;Índice de dependencia mayores;Población municipal;38,95582329317269;
Moclín;Índice de dependencia global;Población municipal;54,21120136810603;
Moclín;Índice de dependencia jóvenes;Población municipal;15,690466011115861;
Moclín;Índice de dependencia mayores;Población municipal;38,520735356990166;
Molvízar;Índice de dependencia global;Población municipal;53,685987619583564;
Molvízar;Índice de dependencia jóvenes;Población municipal;21,665728756330896;
Molvízar;Índice de dependencia mayores;Población municipal;32,02025886325267;
Monachil;Índice de dependencia global;Población municipal;43,51868093316962;
Monachil;Índice de dependencia jóvenes;Población municipal;22,18908963339765;
Monachil;Índice de dependencia mayores;Población municipal;21,32959129977197;
Montefrío;Índice de dependencia global;Población municipal;54,45714285714286;
Montefrío;Índice de dependencia jóvenes;Población municipal;18,485714285714288;
Montefrío;Índice de dependencia mayores;Población municipal;35,97142857142857;
Montejícar;Índice de dependencia global;Población municipal;55,79106737320212;
Montejícar;Índice de dependencia jóvenes;Población municipal;21,271763815291443;
Montejícar;Índice de dependencia mayores;Población municipal;34,519303557910675;
Montillana;Índice de dependencia global;Población municipal;46,94708276797829;
Montillana;Índice de dependencia jóvenes;Población municipal;12,211668928086839;
Montillana;Índice de dependencia mayores;Población municipal;34,73541383989145;
Moraleda de Zafayona;Índice de dependencia global;Población municipal;53,76661742983752;
Moraleda de Zafayona;Índice de dependencia jóvenes;Población municipal;22,451994091580502;
Moraleda de Zafayona;Índice de dependencia mayores;Población municipal;31,314623338257014;
Morelábor;Índice de dependencia global;Población municipal;68,69565217391305;
Morelábor;Índice de dependencia jóvenes;Población municipal;19,420289855072465;
Morelábor;Índice de dependencia mayores;Población municipal;49,275362318840585;
Motril;Índice de dependencia global;Población municipal;49,586587630701914;
Motril;Índice de dependencia jóvenes;Población municipal;25,336454066705677;
Motril;Índice de dependencia mayores;Población municipal;24,250133563996236;
Murtas;Índice de dependencia global;Población municipal;59,106529209621996;
Murtas;Índice de dependencia jóvenes;Población municipal;12,714776632302405;
Murtas;Índice de dependencia mayores;Población municipal;46,391752577319586;
Nevada;Índice de dependencia global;Población municipal;57,391304347826086;
Nevada;Índice de dependencia jóvenes;Población municipal;18,695652173913043;
Nevada;Índice de dependencia mayores;Población municipal;38,69565217391304;
Nigüelas;Índice de dependencia global;Población municipal;48,8456865127582;
Nigüelas;Índice de dependencia jóvenes;Población municipal;18,712029161603887;
Nigüelas;Índice de dependencia mayores;Población municipal;30,133657351154312;
Nívar;Índice de dependencia global;Población municipal;47,715053763440864;
Nívar;Índice de dependencia jóvenes;Población municipal;27,016129032258064;
Nívar;Índice de dependencia mayores;Población municipal;20,698924731182796;
Ogíjares;Índice de dependencia global;Población municipal;46,475065091127576;
Ogíjares;Índice de dependencia jóvenes;Población municipal;25,085119166833568;
Ogíjares;Índice de dependencia mayores;Población municipal;21,38994592429401;
Orce;Índice de dependencia global;Población municipal;54,71698113207547;
Orce;Índice de dependencia jóvenes;Población municipal;15,633423180592992;
Orce;Índice de dependencia mayores;Población municipal;39,083557951482476;
Órgiva;Índice de dependencia global;Población municipal;49,90939684183277;
Órgiva;Índice de dependencia jóvenes;Población municipal;19,647942013978774;
Órgiva;Índice de dependencia mayores;Población municipal;30,261454827854;
Otívar;Índice de dependencia global;Población municipal;44,877344877344875;
Otívar;Índice de dependencia jóvenes;Población municipal;14,862914862914863;
Otívar;Índice de dependencia mayores;Población municipal;30,014430014430015;
Padul;Índice de dependencia global;Población municipal;47,900516795865634;
Padul;Índice de dependencia jóvenes;Población municipal;23,449612403100776;
Padul;Índice de dependencia mayores;Población municipal;24,45090439276486;
Pampaneira;Índice de dependencia global;Población municipal;43,69369369369369;
Pampaneira;Índice de dependencia jóvenes;Población municipal;18,91891891891892;
Pampaneira;Índice de dependencia mayores;Población municipal;24,774774774774773;
Pedro Martínez;Índice de dependencia global;Población municipal;68,16816816816817;
Pedro Martínez;Índice de dependencia jóvenes;Población municipal;27,927927927927925;
Pedro Martínez;Índice de dependencia mayores;Población municipal;40,24024024024024;
Peligros;Índice de dependencia global;Población municipal;47,21377912867275;
Peligros;Índice de dependencia jóvenes;Población municipal;26,00050658561297;
Peligros;Índice de dependencia mayores;Población municipal;21,213272543059777;
Pinos Genil;Índice de dependencia global;Población municipal;46,411483253588514;
Pinos Genil;Índice de dependencia jóvenes;Población municipal;23,732057416267942;
