Territorio;Edad;Medida;Sexo;Valor;
Cañete de las Torres;De 30 a 34 años;Inmigraciones ;Hombres;4;
Cañete de las Torres;De 30 a 34 años;Inmigraciones ;Mujeres;6;
Cañete de las Torres;De 35 a 39 años;Inmigraciones ;Hombres;1;
Cañete de las Torres;De 35 a 39 años;Inmigraciones ;Mujeres;3;
Cañete de las Torres;De 40 a 44 años;Inmigraciones ;Hombres;-;
Cañete de las Torres;De 40 a 44 años;Inmigraciones ;Mujeres;2;
Cañete de las Torres;De 45 a 49 años;Inmigraciones ;Hombres;1;
Cañete de las Torres;De 45 a 49 años;Inmigraciones ;Mujeres;2;
Cañete de las Torres;De 50 a 54 años;Inmigraciones ;Hombres;1;
Cañete de las Torres;De 50 a 54 años;Inmigraciones ;Mujeres;3;
Cañete de las Torres;De 55 a 59 años;Inmigraciones ;Hombres;4;
Cañete de las Torres;De 55 a 59 años;Inmigraciones ;Mujeres;1;
Cañete de las Torres;De 60 a 64 años;Inmigraciones ;Hombres;1;
Cañete de las Torres;De 60 a 64 años;Inmigraciones ;Mujeres;1;
Cañete de las Torres;De 65 y más años;Inmigraciones ;Hombres;3;
Cañete de las Torres;De 65 y más años;Inmigraciones ;Mujeres;3;
Cañete de las Torres;TOTAL;Inmigraciones ;Hombres;26;
Cañete de las Torres;TOTAL;Inmigraciones ;Mujeres;37;
Carcabuey;De 0 a 4 años;Inmigraciones ;Hombres;1;
Carcabuey;De 0 a 4 años;Inmigraciones ;Mujeres;1;
Carcabuey;De 5 a 9 años;Inmigraciones ;Hombres;1;
Carcabuey;De 5 a 9 años;Inmigraciones ;Mujeres;6;
Carcabuey;De 10 a 14 años;Inmigraciones ;Hombres;4;
Carcabuey;De 10 a 14 años;Inmigraciones ;Mujeres;2;
Carcabuey;De 15 a 19 años;Inmigraciones ;Hombres;3;
Carcabuey;De 15 a 19 años;Inmigraciones ;Mujeres;5;
Carcabuey;De 20 a 24 años;Inmigraciones ;Hombres;4;
Carcabuey;De 20 a 24 años;Inmigraciones ;Mujeres;5;
Carcabuey;De 25 a 29 años;Inmigraciones ;Hombres;1;
Carcabuey;De 25 a 29 años;Inmigraciones ;Mujeres;2;
Carcabuey;De 30 a 34 años;Inmigraciones ;Hombres;2;
Carcabuey;De 30 a 34 años;Inmigraciones ;Mujeres;7;
Carcabuey;De 35 a 39 años;Inmigraciones ;Hombres;2;
Carcabuey;De 35 a 39 años;Inmigraciones ;Mujeres;5;
Carcabuey;De 40 a 44 años;Inmigraciones ;Hombres;4;
Carcabuey;De 40 a 44 años;Inmigraciones ;Mujeres;7;
Carcabuey;De 45 a 49 años;Inmigraciones ;Hombres;3;
Carcabuey;De 45 a 49 años;Inmigraciones ;Mujeres;5;
Carcabuey;De 50 a 54 años;Inmigraciones ;Hombres;3;
Carcabuey;De 50 a 54 años;Inmigraciones ;Mujeres;4;
Carcabuey;De 55 a 59 años;Inmigraciones ;Hombres;2;
Carcabuey;De 55 a 59 años;Inmigraciones ;Mujeres;2;
Carcabuey;De 60 a 64 años;Inmigraciones ;Hombres;-;
Carcabuey;De 60 a 64 años;Inmigraciones ;Mujeres;2;
Carcabuey;De 65 y más años;Inmigraciones ;Hombres;3;
Carcabuey;De 65 y más años;Inmigraciones ;Mujeres;4;
Carcabuey;TOTAL;Inmigraciones ;Hombres;33;
Carcabuey;TOTAL;Inmigraciones ;Mujeres;57;
Cardeña;De 0 a 4 años;Inmigraciones ;Hombres;3;
Cardeña;De 0 a 4 años;Inmigraciones ;Mujeres;2;
Cardeña;De 5 a 9 años;Inmigraciones ;Hombres;3;
Cardeña;De 5 a 9 años;Inmigraciones ;Mujeres;-;
Cardeña;De 10 a 14 años;Inmigraciones ;Hombres;-;
Cardeña;De 10 a 14 años;Inmigraciones ;Mujeres;-;
Cardeña;De 15 a 19 años;Inmigraciones ;Hombres;-;
Cardeña;De 15 a 19 años;Inmigraciones ;Mujeres;-;
Cardeña;De 20 a 24 años;Inmigraciones ;Hombres;-;
Cardeña;De 20 a 24 años;Inmigraciones ;Mujeres;2;
Cardeña;De 25 a 29 años;Inmigraciones ;Hombres;2;
Cardeña;De 25 a 29 años;Inmigraciones ;Mujeres;5;
Cardeña;De 30 a 34 años;Inmigraciones ;Hombres;3;
Cardeña;De 30 a 34 años;Inmigraciones ;Mujeres;4;
Cardeña;De 35 a 39 años;Inmigraciones ;Hombres;-;
Cardeña;De 35 a 39 años;Inmigraciones ;Mujeres;1;
Cardeña;De 40 a 44 años;Inmigraciones ;Hombres;1;
Cardeña;De 40 a 44 años;Inmigraciones ;Mujeres;1;
Cardeña;De 45 a 49 años;Inmigraciones ;Hombres;3;
Cardeña;De 45 a 49 años;Inmigraciones ;Mujeres;-;
Cardeña;De 50 a 54 años;Inmigraciones ;Hombres;-;
Cardeña;De 50 a 54 años;Inmigraciones ;Mujeres;-;
Cardeña;De 55 a 59 años;Inmigraciones ;Hombres;2;
Cardeña;De 55 a 59 años;Inmigraciones ;Mujeres;2;
Cardeña;De 60 a 64 años;Inmigraciones ;Hombres;1;
Cardeña;De 60 a 64 años;Inmigraciones ;Mujeres;-;
Cardeña;De 65 y más años;Inmigraciones ;Hombres;2;
Cardeña;De 65 y más años;Inmigraciones ;Mujeres;5;
Cardeña;TOTAL;Inmigraciones ;Hombres;20;
Cardeña;TOTAL;Inmigraciones ;Mujeres;22;
Castro del Río;De 0 a 4 años;Inmigraciones ;Hombres;2;
Castro del Río;De 0 a 4 años;Inmigraciones ;Mujeres;2;
Castro del Río;De 5 a 9 años;Inmigraciones ;Hombres;2;
Castro del Río;De 5 a 9 años;Inmigraciones ;Mujeres;2;
Castro del Río;De 10 a 14 años;Inmigraciones ;Hombres;-;
Castro del Río;De 10 a 14 años;Inmigraciones ;Mujeres;2;
Castro del Río;De 15 a 19 años;Inmigraciones ;Hombres;4;
Castro del Río;De 15 a 19 años;Inmigraciones ;Mujeres;2;
Castro del Río;De 20 a 24 años;Inmigraciones ;Hombres;5;
Castro del Río;De 20 a 24 años;Inmigraciones ;Mujeres;6;
Castro del Río;De 25 a 29 años;Inmigraciones ;Hombres;3;
Castro del Río;De 25 a 29 años;Inmigraciones ;Mujeres;10;
Castro del Río;De 30 a 34 años;Inmigraciones ;Hombres;6;
Castro del Río;De 30 a 34 años;Inmigraciones ;Mujeres;13;
Castro del Río;De 35 a 39 años;Inmigraciones ;Hombres;8;
Castro del Río;De 35 a 39 años;Inmigraciones ;Mujeres;6;
Castro del Río;De 40 a 44 años;Inmigraciones ;Hombres;5;
Castro del Río;De 40 a 44 años;Inmigraciones ;Mujeres;8;
Castro del Río;De 45 a 49 años;Inmigraciones ;Hombres;2;
Castro del Río;De 45 a 49 años;Inmigraciones ;Mujeres;1;
Castro del Río;De 50 a 54 años;Inmigraciones ;Hombres;3;
Castro del Río;De 50 a 54 años;Inmigraciones ;Mujeres;3;
Castro del Río;De 55 a 59 años;Inmigraciones ;Hombres;3;
Castro del Río;De 55 a 59 años;Inmigraciones ;Mujeres;2;
Castro del Río;De 60 a 64 años;Inmigraciones ;Hombres;3;
Castro del Río;De 60 a 64 años;Inmigraciones ;Mujeres;3;
Castro del Río;De 65 y más años;Inmigraciones ;Hombres;4;
Castro del Río;De 65 y más años;Inmigraciones ;Mujeres;7;
Castro del Río;TOTAL;Inmigraciones ;Hombres;50;
Castro del Río;TOTAL;Inmigraciones ;Mujeres;67;
Conquista;De 0 a 4 años;Inmigraciones ;Hombres;2;
Conquista;De 0 a 4 años;Inmigraciones ;Mujeres;-;
Conquista;De 5 a 9 años;Inmigraciones ;Hombres;-;
Conquista;De 5 a 9 años;Inmigraciones ;Mujeres;-;
Conquista;De 10 a 14 años;Inmigraciones ;Hombres;-;
Conquista;De 10 a 14 años;Inmigraciones ;Mujeres;-;
Conquista;De 15 a 19 años;Inmigraciones ;Hombres;-;
Conquista;De 15 a 19 años;Inmigraciones ;Mujeres;-;
Conquista;De 20 a 24 años;Inmigraciones ;Hombres;1;
Conquista;De 20 a 24 años;Inmigraciones ;Mujeres;-;
Conquista;De 25 a 29 años;Inmigraciones ;Hombres;-;
Conquista;De 25 a 29 años;Inmigraciones ;Mujeres;2;
Conquista;De 30 a 34 años;Inmigraciones ;Hombres;2;
Conquista;De 30 a 34 años;Inmigraciones ;Mujeres;1;
Conquista;De 35 a 39 años;Inmigraciones ;Hombres;2;
Conquista;De 35 a 39 años;Inmigraciones ;Mujeres;1;
Conquista;De 40 a 44 años;Inmigraciones ;Hombres;-;
Conquista;De 40 a 44 años;Inmigraciones ;Mujeres;-;
Conquista;De 45 a 49 años;Inmigraciones ;Hombres;-;
Conquista;De 45 a 49 años;Inmigraciones ;Mujeres;-;
Conquista;De 50 a 54 años;Inmigraciones ;Hombres;-;
Conquista;De 50 a 54 años;Inmigraciones ;Mujeres;-;
Conquista;De 55 a 59 años;Inmigraciones ;Hombres;-;
Conquista;De 55 a 59 años;Inmigraciones ;Mujeres;-;
Conquista;De 60 a 64 años;Inmigraciones ;Hombres;-;
Conquista;De 60 a 64 años;Inmigraciones ;Mujeres;1;
Conquista;De 65 y más años;Inmigraciones ;Hombres;3;
Conquista;De 65 y más años;Inmigraciones ;Mujeres;6;
Conquista;TOTAL;Inmigraciones ;Hombres;10;
Conquista;TOTAL;Inmigraciones ;Mujeres;11;
Córdoba (capital);De 0 a 4 años;Inmigraciones ;Hombres;236;
Córdoba (capital);De 0 a 4 años;Inmigraciones ;Mujeres;197;
Córdoba (capital);De 5 a 9 años;Inmigraciones ;Hombres;183;
Córdoba (capital);De 5 a 9 años;Inmigraciones ;Mujeres;189;
Córdoba (capital);De 10 a 14 años;Inmigraciones ;Hombres;154;
Córdoba (capital);De 10 a 14 años;Inmigraciones ;Mujeres;179;
Córdoba (capital);De 15 a 19 años;Inmigraciones ;Hombres;183;
Córdoba (capital);De 15 a 19 años;Inmigraciones ;Mujeres;197;
Córdoba (capital);De 20 a 24 años;Inmigraciones ;Hombres;327;
Córdoba (capital);De 20 a 24 años;Inmigraciones ;Mujeres;372;
Córdoba (capital);De 25 a 29 años;Inmigraciones ;Hombres;493;
Córdoba (capital);De 25 a 29 años;Inmigraciones ;Mujeres;539;
Córdoba (capital);De 30 a 34 años;Inmigraciones ;Hombres;511;
Córdoba (capital);De 30 a 34 años;Inmigraciones ;Mujeres;576;
Córdoba (capital);De 35 a 39 años;Inmigraciones ;Hombres;398;
Córdoba (capital);De 35 a 39 años;Inmigraciones ;Mujeres;448;
Córdoba (capital);De 40 a 44 años;Inmigraciones ;Hombres;345;
Córdoba (capital);De 40 a 44 años;Inmigraciones ;Mujeres;340;
Córdoba (capital);De 45 a 49 años;Inmigraciones ;Hombres;251;
Córdoba (capital);De 45 a 49 años;Inmigraciones ;Mujeres;279;
Córdoba (capital);De 50 a 54 años;Inmigraciones ;Hombres;178;
Córdoba (capital);De 50 a 54 años;Inmigraciones ;Mujeres;184;
Córdoba (capital);De 55 a 59 años;Inmigraciones ;Hombres;148;
Córdoba (capital);De 55 a 59 años;Inmigraciones ;Mujeres;145;
Córdoba (capital);De 60 a 64 años;Inmigraciones ;Hombres;105;
Córdoba (capital);De 60 a 64 años;Inmigraciones ;Mujeres;110;
Córdoba (capital);De 65 y más años;Inmigraciones ;Hombres;237;
Córdoba (capital);De 65 y más años;Inmigraciones ;Mujeres;337;
Córdoba (capital);TOTAL;Inmigraciones ;Hombres;3749;
Córdoba (capital);TOTAL;Inmigraciones ;Mujeres;4092;
Doña Mencía;De 0 a 4 años;Inmigraciones ;Hombres;5;
Doña Mencía;De 0 a 4 años;Inmigraciones ;Mujeres;4;
Doña Mencía;De 5 a 9 años;Inmigraciones ;Hombres;2;
Doña Mencía;De 5 a 9 años;Inmigraciones ;Mujeres;1;
Doña Mencía;De 10 a 14 años;Inmigraciones ;Hombres;-;
Doña Mencía;De 10 a 14 años;Inmigraciones ;Mujeres;1;
Doña Mencía;De 15 a 19 años;Inmigraciones ;Hombres;2;
Doña Mencía;De 15 a 19 años;Inmigraciones ;Mujeres;3;
Doña Mencía;De 20 a 24 años;Inmigraciones ;Hombres;1;
Doña Mencía;De 20 a 24 años;Inmigraciones ;Mujeres;3;
Doña Mencía;De 25 a 29 años;Inmigraciones ;Hombres;4;
Doña Mencía;De 25 a 29 años;Inmigraciones ;Mujeres;4;
Doña Mencía;De 30 a 34 años;Inmigraciones ;Hombres;8;
Doña Mencía;De 30 a 34 años;Inmigraciones ;Mujeres;6;
Doña Mencía;De 35 a 39 años;Inmigraciones ;Hombres;3;
Doña Mencía;De 35 a 39 años;Inmigraciones ;Mujeres;3;
Doña Mencía;De 40 a 44 años;Inmigraciones ;Hombres;4;
Doña Mencía;De 40 a 44 años;Inmigraciones ;Mujeres;5;
Doña Mencía;De 45 a 49 años;Inmigraciones ;Hombres;2;
Doña Mencía;De 45 a 49 años;Inmigraciones ;Mujeres;2;
Doña Mencía;De 50 a 54 años;Inmigraciones ;Hombres;2;
Doña Mencía;De 50 a 54 años;Inmigraciones ;Mujeres;2;
Doña Mencía;De 55 a 59 años;Inmigraciones ;Hombres;1;
Doña Mencía;De 55 a 59 años;Inmigraciones ;Mujeres;2;
Doña Mencía;De 60 a 64 años;Inmigraciones ;Hombres;1;
Doña Mencía;De 60 a 64 años;Inmigraciones ;Mujeres;-;
Doña Mencía;De 65 y más años;Inmigraciones ;Hombres;2;
Doña Mencía;De 65 y más años;Inmigraciones ;Mujeres;3;
Doña Mencía;TOTAL;Inmigraciones ;Hombres;37;
Doña Mencía;TOTAL;Inmigraciones ;Mujeres;39;
Dos Torres;De 0 a 4 años;Inmigraciones ;Hombres;1;
Dos Torres;De 0 a 4 años;Inmigraciones ;Mujeres;2;
Dos Torres;De 5 a 9 años;Inmigraciones ;Hombres;-;
Dos Torres;De 5 a 9 años;Inmigraciones ;Mujeres;2;
Dos Torres;De 10 a 14 años;Inmigraciones ;Hombres;1;
Dos Torres;De 10 a 14 años;Inmigraciones ;Mujeres;3;
Dos Torres;De 15 a 19 años;Inmigraciones ;Hombres;-;
Dos Torres;De 15 a 19 años;Inmigraciones ;Mujeres;-;
Dos Torres;De 20 a 24 años;Inmigraciones ;Hombres;2;
Dos Torres;De 20 a 24 años;Inmigraciones ;Mujeres;3;
Dos Torres;De 25 a 29 años;Inmigraciones ;Hombres;7;
Dos Torres;De 25 a 29 años;Inmigraciones ;Mujeres;2;
Dos Torres;De 30 a 34 años;Inmigraciones ;Hombres;2;
Dos Torres;De 30 a 34 años;Inmigraciones ;Mujeres;6;
Dos Torres;De 35 a 39 años;Inmigraciones ;Hombres;1;
Dos Torres;De 35 a 39 años;Inmigraciones ;Mujeres;2;
Dos Torres;De 40 a 44 años;Inmigraciones ;Hombres;1;
Dos Torres;De 40 a 44 años;Inmigraciones ;Mujeres;2;
Dos Torres;De 45 a 49 años;Inmigraciones ;Hombres;2;
Dos Torres;De 45 a 49 años;Inmigraciones ;Mujeres;-;
Dos Torres;De 50 a 54 años;Inmigraciones ;Hombres;-;
Dos Torres;De 50 a 54 años;Inmigraciones ;Mujeres;1;
Dos Torres;De 55 a 59 años;Inmigraciones ;Hombres;1;
Dos Torres;De 55 a 59 años;Inmigraciones ;Mujeres;1;
Dos Torres;De 60 a 64 años;Inmigraciones ;Hombres;2;
Dos Torres;De 60 a 64 años;Inmigraciones ;Mujeres;-;
Dos Torres;De 65 y más años;Inmigraciones ;Hombres;3;
Dos Torres;De 65 y más años;Inmigraciones ;Mujeres;4;
Dos Torres;TOTAL;Inmigraciones ;Hombres;23;
Dos Torres;TOTAL;Inmigraciones ;Mujeres;28;
El Carpio;De 0 a 4 años;Inmigraciones ;Hombres;-;
El Carpio;De 0 a 4 años;Inmigraciones ;Mujeres;3;
El Carpio;De 5 a 9 años;Inmigraciones ;Hombres;2;
El Carpio;De 5 a 9 años;Inmigraciones ;Mujeres;-;
El Carpio;De 10 a 14 años;Inmigraciones ;Hombres;-;
El Carpio;De 10 a 14 años;Inmigraciones ;Mujeres;3;
El Carpio;De 15 a 19 años;Inmigraciones ;Hombres;2;
El Carpio;De 15 a 19 años;Inmigraciones ;Mujeres;9;
El Carpio;De 20 a 24 años;Inmigraciones ;Hombres;7;
El Carpio;De 20 a 24 años;Inmigraciones ;Mujeres;5;
El Carpio;De 25 a 29 años;Inmigraciones ;Hombres;6;
El Carpio;De 25 a 29 años;Inmigraciones ;Mujeres;4;
El Carpio;De 30 a 34 años;Inmigraciones ;Hombres;5;
El Carpio;De 30 a 34 años;Inmigraciones ;Mujeres;11;
El Carpio;De 35 a 39 años;Inmigraciones ;Hombres;7;
El Carpio;De 35 a 39 años;Inmigraciones ;Mujeres;5;
El Carpio;De 40 a 44 años;Inmigraciones ;Hombres;6;
El Carpio;De 40 a 44 años;Inmigraciones ;Mujeres;1;
El Carpio;De 45 a 49 años;Inmigraciones ;Hombres;3;
El Carpio;De 45 a 49 años;Inmigraciones ;Mujeres;4;
El Carpio;De 50 a 54 años;Inmigraciones ;Hombres;5;
El Carpio;De 50 a 54 años;Inmigraciones ;Mujeres;1;
El Carpio;De 55 a 59 años;Inmigraciones ;Hombres;2;
El Carpio;De 55 a 59 años;Inmigraciones ;Mujeres;1;
El Carpio;De 60 a 64 años;Inmigraciones ;Hombres;1;
El Carpio;De 60 a 64 años;Inmigraciones ;Mujeres;1;
El Carpio;De 65 y más años;Inmigraciones ;Hombres;2;
El Carpio;De 65 y más años;Inmigraciones ;Mujeres;4;
El Carpio;TOTAL;Inmigraciones ;Hombres;48;
El Carpio;TOTAL;Inmigraciones ;Mujeres;52;
El Guijo;De 0 a 4 años;Inmigraciones ;Hombres;-;
El Guijo;De 0 a 4 años;Inmigraciones ;Mujeres;-;
El Guijo;De 5 a 9 años;Inmigraciones ;Hombres;-;
El Guijo;De 5 a 9 años;Inmigraciones ;Mujeres;1;
El Guijo;De 10 a 14 años;Inmigraciones ;Hombres;-;
El Guijo;De 10 a 14 años;Inmigraciones ;Mujeres;-;
El Guijo;De 15 a 19 años;Inmigraciones ;Hombres;-;
El Guijo;De 15 a 19 años;Inmigraciones ;Mujeres;-;
El Guijo;De 20 a 24 años;Inmigraciones ;Hombres;1;
El Guijo;De 20 a 24 años;Inmigraciones ;Mujeres;-;
El Guijo;De 25 a 29 años;Inmigraciones ;Hombres;1;
El Guijo;De 25 a 29 años;Inmigraciones ;Mujeres;3;
El Guijo;De 30 a 34 años;Inmigraciones ;Hombres;-;
El Guijo;De 30 a 34 años;Inmigraciones ;Mujeres;-;
El Guijo;De 35 a 39 años;Inmigraciones ;Hombres;1;
El Guijo;De 35 a 39 años;Inmigraciones ;Mujeres;1;
El Guijo;De 40 a 44 años;Inmigraciones ;Hombres;1;
El Guijo;De 40 a 44 años;Inmigraciones ;Mujeres;1;
El Guijo;De 45 a 49 años;Inmigraciones ;Hombres;-;
El Guijo;De 45 a 49 años;Inmigraciones ;Mujeres;1;
El Guijo;De 50 a 54 años;Inmigraciones ;Hombres;-;
El Guijo;De 50 a 54 años;Inmigraciones ;Mujeres;-;
El Guijo;De 55 a 59 años;Inmigraciones ;Hombres;1;
El Guijo;De 55 a 59 años;Inmigraciones ;Mujeres;1;
El Guijo;De 60 a 64 años;Inmigraciones ;Hombres;-;
El Guijo;De 60 a 64 años;Inmigraciones ;Mujeres;-;
El Guijo;De 65 y más años;Inmigraciones ;Hombres;4;
El Guijo;De 65 y más años;Inmigraciones ;Mujeres;6;
El Guijo;TOTAL;Inmigraciones ;Hombres;9;
El Guijo;TOTAL;Inmigraciones ;Mujeres;14;
El Viso;De 0 a 4 años;Inmigraciones ;Hombres;6;
El Viso;De 0 a 4 años;Inmigraciones ;Mujeres;2;
El Viso;De 5 a 9 años;Inmigraciones ;Hombres;7;
El Viso;De 5 a 9 años;Inmigraciones ;Mujeres;1;
El Viso;De 10 a 14 años;Inmigraciones ;Hombres;2;
El Viso;De 10 a 14 años;Inmigraciones ;Mujeres;4;
El Viso;De 15 a 19 años;Inmigraciones ;Hombres;1;
El Viso;De 15 a 19 años;Inmigraciones ;Mujeres;-;
El Viso;De 20 a 24 años;Inmigraciones ;Hombres;1;
El Viso;De 20 a 24 años;Inmigraciones ;Mujeres;1;
El Viso;De 25 a 29 años;Inmigraciones ;Hombres;3;
El Viso;De 25 a 29 años;Inmigraciones ;Mujeres;6;
El Viso;De 30 a 34 años;Inmigraciones ;Hombres;5;
El Viso;De 30 a 34 años;Inmigraciones ;Mujeres;7;
El Viso;De 35 a 39 años;Inmigraciones ;Hombres;3;
El Viso;De 35 a 39 años;Inmigraciones ;Mujeres;5;
El Viso;De 40 a 44 años;Inmigraciones ;Hombres;3;
El Viso;De 40 a 44 años;Inmigraciones ;Mujeres;4;
El Viso;De 45 a 49 años;Inmigraciones ;Hombres;2;
El Viso;De 45 a 49 años;Inmigraciones ;Mujeres;2;
El Viso;De 50 a 54 años;Inmigraciones ;Hombres;-;
El Viso;De 50 a 54 años;Inmigraciones ;Mujeres;-;
El Viso;De 55 a 59 años;Inmigraciones ;Hombres;1;
El Viso;De 55 a 59 años;Inmigraciones ;Mujeres;-;
El Viso;De 60 a 64 años;Inmigraciones ;Hombres;2;
El Viso;De 60 a 64 años;Inmigraciones ;Mujeres;1;
El Viso;De 65 y más años;Inmigraciones ;Hombres;4;
El Viso;De 65 y más años;Inmigraciones ;Mujeres;10;
El Viso;TOTAL;Inmigraciones ;Hombres;40;
El Viso;TOTAL;Inmigraciones ;Mujeres;43;
Encinas Reales;De 0 a 4 años;Inmigraciones ;Hombres;-;
Encinas Reales;De 0 a 4 años;Inmigraciones ;Mujeres;2;
Encinas Reales;De 5 a 9 años;Inmigraciones ;Hombres;-;
Encinas Reales;De 5 a 9 años;Inmigraciones ;Mujeres;1;
Encinas Reales;De 10 a 14 años;Inmigraciones ;Hombres;1;
Encinas Reales;De 10 a 14 años;Inmigraciones ;Mujeres;-;
Encinas Reales;De 15 a 19 años;Inmigraciones ;Hombres;2;
Encinas Reales;De 15 a 19 años;Inmigraciones ;Mujeres;1;
Encinas Reales;De 20 a 24 años;Inmigraciones ;Hombres;1;
Encinas Reales;De 20 a 24 años;Inmigraciones ;Mujeres;4;
Encinas Reales;De 25 a 29 años;Inmigraciones ;Hombres;1;
Encinas Reales;De 25 a 29 años;Inmigraciones ;Mujeres;3;
Encinas Reales;De 30 a 34 años;Inmigraciones ;Hombres;3;
Encinas Reales;De 30 a 34 años;Inmigraciones ;Mujeres;3;
Encinas Reales;De 35 a 39 años;Inmigraciones ;Hombres;2;
Encinas Reales;De 35 a 39 años;Inmigraciones ;Mujeres;3;
Encinas Reales;De 40 a 44 años;Inmigraciones ;Hombres;2;
Encinas Reales;De 40 a 44 años;Inmigraciones ;Mujeres;3;
Encinas Reales;De 45 a 49 años;Inmigraciones ;Hombres;4;
Encinas Reales;De 45 a 49 años;Inmigraciones ;Mujeres;3;
Encinas Reales;De 50 a 54 años;Inmigraciones ;Hombres;1;
Encinas Reales;De 50 a 54 años;Inmigraciones ;Mujeres;2;
Encinas Reales;De 55 a 59 años;Inmigraciones ;Hombres;-;
Encinas Reales;De 55 a 59 años;Inmigraciones ;Mujeres;1;
Encinas Reales;De 60 a 64 años;Inmigraciones ;Hombres;3;
Encinas Reales;De 60 a 64 años;Inmigraciones ;Mujeres;-;
Encinas Reales;De 65 y más años;Inmigraciones ;Hombres;2;
Encinas Reales;De 65 y más años;Inmigraciones ;Mujeres;4;
Encinas Reales;TOTAL;Inmigraciones ;Hombres;22;
Encinas Reales;TOTAL;Inmigraciones ;Mujeres;30;
Espejo;De 0 a 4 años;Inmigraciones ;Hombres;2;
Espejo;De 0 a 4 años;Inmigraciones ;Mujeres;2;
Espejo;De 5 a 9 años;Inmigraciones ;Hombres;-;
Espejo;De 5 a 9 años;Inmigraciones ;Mujeres;1;
Espejo;De 10 a 14 años;Inmigraciones ;Hombres;1;
Espejo;De 10 a 14 años;Inmigraciones ;Mujeres;1;
Espejo;De 15 a 19 años;Inmigraciones ;Hombres;-;
Espejo;De 15 a 19 años;Inmigraciones ;Mujeres;3;
Espejo;De 20 a 24 años;Inmigraciones ;Hombres;1;
Espejo;De 20 a 24 años;Inmigraciones ;Mujeres;5;
Espejo;De 25 a 29 años;Inmigraciones ;Hombres;2;
Espejo;De 25 a 29 años;Inmigraciones ;Mujeres;1;
Espejo;De 30 a 34 años;Inmigraciones ;Hombres;6;
Espejo;De 30 a 34 años;Inmigraciones ;Mujeres;6;
Espejo;De 35 a 39 años;Inmigraciones ;Hombres;2;
Espejo;De 35 a 39 años;Inmigraciones ;Mujeres;2;
Espejo;De 40 a 44 años;Inmigraciones ;Hombres;2;
Espejo;De 40 a 44 años;Inmigraciones ;Mujeres;3;
Espejo;De 45 a 49 años;Inmigraciones ;Hombres;2;
Espejo;De 45 a 49 años;Inmigraciones ;Mujeres;-;
Espejo;De 50 a 54 años;Inmigraciones ;Hombres;1;
Espejo;De 50 a 54 años;Inmigraciones ;Mujeres;2;
Espejo;De 55 a 59 años;Inmigraciones ;Hombres;-;
Espejo;De 55 a 59 años;Inmigraciones ;Mujeres;2;
Espejo;De 60 a 64 años;Inmigraciones ;Hombres;-;
Espejo;De 60 a 64 años;Inmigraciones ;Mujeres;2;
Espejo;De 65 y más años;Inmigraciones ;Hombres;3;
Espejo;De 65 y más años;Inmigraciones ;Mujeres;2;
Espejo;TOTAL;Inmigraciones ;Hombres;22;
Espejo;TOTAL;Inmigraciones ;Mujeres;32;
Espiel;De 0 a 4 años;Inmigraciones ;Hombres;2;
Espiel;De 0 a 4 años;Inmigraciones ;Mujeres;-;
Espiel;De 5 a 9 años;Inmigraciones ;Hombres;2;
Espiel;De 5 a 9 años;Inmigraciones ;Mujeres;6;
Espiel;De 10 a 14 años;Inmigraciones ;Hombres;5;
Espiel;De 10 a 14 años;Inmigraciones ;Mujeres;2;
Espiel;De 15 a 19 años;Inmigraciones ;Hombres;2;
Espiel;De 15 a 19 años;Inmigraciones ;Mujeres;2;
Espiel;De 20 a 24 años;Inmigraciones ;Hombres;-;
Espiel;De 20 a 24 años;Inmigraciones ;Mujeres;-;
Espiel;De 25 a 29 años;Inmigraciones ;Hombres;4;
Espiel;De 25 a 29 años;Inmigraciones ;Mujeres;1;
Espiel;De 30 a 34 años;Inmigraciones ;Hombres;-;
Espiel;De 30 a 34 años;Inmigraciones ;Mujeres;4;
Espiel;De 35 a 39 años;Inmigraciones ;Hombres;2;
Espiel;De 35 a 39 años;Inmigraciones ;Mujeres;5;
Espiel;De 40 a 44 años;Inmigraciones ;Hombres;5;
Espiel;De 40 a 44 años;Inmigraciones ;Mujeres;3;
Espiel;De 45 a 49 años;Inmigraciones ;Hombres;5;
Espiel;De 45 a 49 años;Inmigraciones ;Mujeres;2;
Espiel;De 50 a 54 años;Inmigraciones ;Hombres;4;
Espiel;De 50 a 54 años;Inmigraciones ;Mujeres;-;
Espiel;De 55 a 59 años;Inmigraciones ;Hombres;1;
Espiel;De 55 a 59 años;Inmigraciones ;Mujeres;-;
Espiel;De 60 a 64 años;Inmigraciones ;Hombres;3;
Espiel;De 60 a 64 años;Inmigraciones ;Mujeres;1;
Espiel;De 65 y más años;Inmigraciones ;Hombres;12;
Espiel;De 65 y más años;Inmigraciones ;Mujeres;21;
Espiel;TOTAL;Inmigraciones ;Hombres;47;
Espiel;TOTAL;Inmigraciones ;Mujeres;47;
Fernán-Núñez;De 0 a 4 años;Inmigraciones ;Hombres;6;
Fernán-Núñez;De 0 a 4 años;Inmigraciones ;Mujeres;10;
Fernán-Núñez;De 5 a 9 años;Inmigraciones ;Hombres;3;
Fernán-Núñez;De 5 a 9 años;Inmigraciones ;Mujeres;5;
Fernán-Núñez;De 10 a 14 años;Inmigraciones ;Hombres;6;
