Territorio;Medida;Valor;
Santaella;Latitud;37,566401;
Santaella;Longitud;-4,845447;
Santaella;Altitud sobre el nivel del mar;238,22999573;
Torrecampo;Latitud;38,475119;
Torrecampo;Longitud;-4,679275;
Torrecampo;Altitud sobre el nivel del mar;573,67999268;
Valenzuela;Latitud;37,775477;
Valenzuela;Longitud;-4,219725;
Valenzuela;Altitud sobre el nivel del mar;342,10998535;
Valsequillo;Latitud;38,40498;
Valsequillo;Longitud;-5,351635;
Valsequillo;Altitud sobre el nivel del mar;577,86999512;
Villa del Río;Latitud;37,982293;
Villa del Río;Longitud;-4,290364;
Villa del Río;Altitud sobre el nivel del mar;165,69000244;
Villafranca de Córdoba;Latitud;37,961971;
Villafranca de Córdoba;Longitud;-4,546;
Villafranca de Córdoba;Altitud sobre el nivel del mar;144,13000488;
Villaharta;Latitud;38,139569;
Villaharta;Longitud;-4,901534;
Villaharta;Altitud sobre el nivel del mar;571,48999023;
Villanueva de Córdoba;Latitud;38,322916;
Villanueva de Córdoba;Longitud;-4,628366;
Villanueva de Córdoba;Altitud sobre el nivel del mar;723,91998291;
Villanueva del Duque;Latitud;38,392914;
Villanueva del Duque;Longitud;-5,000235;
Villanueva del Duque;Altitud sobre el nivel del mar;581,35998535;
Villanueva del Rey;Latitud;38,199697;
Villanueva del Rey;Longitud;-5,151431;
Villanueva del Rey;Altitud sobre el nivel del mar;551,40002441;
Villaralto;Latitud;38,455682;
Villaralto;Longitud;-4,984342;
Villaralto;Altitud sobre el nivel del mar;581,03997803;
Villaviciosa de Córdoba;Latitud;38,076236;
Villaviciosa de Córdoba;Longitud;-5,014256;
Villaviciosa de Córdoba;Altitud sobre el nivel del mar;696,75;
Zuheros;Latitud;37,54354;
Zuheros;Longitud;-4,316572;
Zuheros;Altitud sobre el nivel del mar;658,96002197;
Agrón;Latitud;37,030104;
Agrón;Longitud;-3,829328;
Agrón;Altitud sobre el nivel del mar;1059,98999023;
Alamedilla;Latitud;37,581725;
Alamedilla;Longitud;-3,244387;
Alamedilla;Altitud sobre el nivel del mar;864,35998535;
Albolote;Latitud;37,230548;
Albolote;Longitud;-3,657339;
Albolote;Altitud sobre el nivel del mar;649,47998047;
Albondón;Latitud;36,827281;
Albondón;Longitud;-3,211111;
Albondón;Altitud sobre el nivel del mar;919,77001953;
Albuñán;Latitud;37,227319;
Albuñán;Longitud;-3,13335;
Albuñán;Altitud sobre el nivel del mar;1115,43005371;
Albuñol;Latitud;36,791937;
Albuñol;Longitud;-3,205847;
Albuñol;Altitud sobre el nivel del mar;243,91999817;
Albuñuelas;Latitud;36,928082;
Albuñuelas;Longitud;-3,631948;
Albuñuelas;Altitud sobre el nivel del mar;731,67999268;
Aldeire;Latitud;37,162661;
Aldeire;Longitud;-3,072466;
Aldeire;Altitud sobre el nivel del mar;1267,11999512;
Alfacar;Latitud;37,23668;
Alfacar;Longitud;-3,570867;
Alfacar;Altitud sobre el nivel del mar;915,69000244;
Algarinejo;Latitud;37,324969;
Algarinejo;Longitud;-4,158785;
Algarinejo;Altitud sobre el nivel del mar;596,30999756;
Alhama de Granada;Latitud;37,002333;
Alhama de Granada;Longitud;-3,988115;
Alhama de Granada;Altitud sobre el nivel del mar;878,2199707;
Alhendín;Latitud;37,107916;
Alhendín;Longitud;-3,645331;
Alhendín;Altitud sobre el nivel del mar;739,13000488;
Alicún de Ortega;Latitud;37,607501;
Alicún de Ortega;Longitud;-3,137822;
Alicún de Ortega;Altitud sobre el nivel del mar;721,71002197;
Almegíjar;Latitud;36,902507;
Almegíjar;Longitud;-3,299573;
Almegíjar;Altitud sobre el nivel del mar;805,55999756;
Almuñécar;Latitud;36,733935;
Almuñécar;Longitud;-3,691159;
Almuñécar;Altitud sobre el nivel del mar;14,27000046;
Alpujarra de la Sierra;Latitud;36,980846;
Alpujarra de la Sierra;Longitud;-3,155549;
Alpujarra de la Sierra;Altitud sobre el nivel del mar;1192,65002441;
Alquife;Latitud;37,178857;
Alquife;Longitud;-3,115089;
Alquife;Altitud sobre el nivel del mar;1191,31005859;
Arenas del Rey;Latitud;36,957938;
Arenas del Rey;Longitud;-3,894029;
Arenas del Rey;Altitud sobre el nivel del mar;866,2199707;
Armilla;Latitud;37,142924;
Armilla;Longitud;-3,627869;
Armilla;Altitud sobre el nivel del mar;670,97998047;
Atarfe;Latitud;37,222655;
Atarfe;Longitud;-3,686485;
Atarfe;Altitud sobre el nivel del mar;600,01000977;
Baza;Latitud;37,49064;
Baza;Longitud;-2,774403;
Baza;Altitud sobre el nivel del mar;843,7199707;
Beas de Granada;Latitud;37,215584;
Beas de Granada;Longitud;-3,481557;
Beas de Granada;Altitud sobre el nivel del mar;1077,06005859;
Beas de Guadix;Latitud;37,27948;
Beas de Guadix;Longitud;-3,205941;
Beas de Guadix;Altitud sobre el nivel del mar;950,54998779;
Benalúa;Latitud;37,350499;
Benalúa;Longitud;-3,166533;
Benalúa;Altitud sobre el nivel del mar;863,48999023;
Benalúa de las Villas;Latitud;37,427462;
Benalúa de las Villas;Longitud;-3,683348;
Benalúa de las Villas;Altitud sobre el nivel del mar;844,78997803;
Benamaurel;Latitud;37,608813;
Benamaurel;Longitud;-2,698723;
Benamaurel;Altitud sobre el nivel del mar;718,52001953;
Bérchules;Latitud;36,976792;
Bérchules;Longitud;-3,190406;
Bérchules;Altitud sobre el nivel del mar;1331,20996094;
Bubión;Latitud;36,94882;
Bubión;Longitud;-3,356736;
Bubión;Altitud sobre el nivel del mar;1300,04003906;
Busquístar;Latitud;36,937765;
Busquístar;Longitud;-3,294789;
Busquístar;Altitud sobre el nivel del mar;1153,88000488;
Cacín;Latitud;37,059881;
Cacín;Longitud;-3,917068;
Cacín;Altitud sobre el nivel del mar;700,51000977;
Cádiar;Latitud;36,946403;
Cádiar;Longitud;-3,180378;
Cádiar;Altitud sobre el nivel del mar;925,22998047;
Cájar;Latitud;37,134215;
Cájar;Longitud;-3,570766;
Cájar;Altitud sobre el nivel del mar;731,47998047;
Calicasas;Latitud;37,273452;
Calicasas;Longitud;-3,618514;
Calicasas;Altitud sobre el nivel del mar;758,39001465;
Campotéjar;Latitud;37,481485;
Campotéjar;Longitud;-3,616453;
Campotéjar;Altitud sobre el nivel del mar;925,95001221;
Caniles;Latitud;37,436252;
Caniles;Longitud;-2,722161;
Caniles;Altitud sobre el nivel del mar;903,89001465;
Cáñar;Latitud;36,926103;
Cáñar;Longitud;-3,427846;
Cáñar;Altitud sobre el nivel del mar;1022,82000732;
Capileira;Latitud;36,96132;
Capileira;Longitud;-3,35851;
Capileira;Altitud sobre el nivel del mar;1457,26000977;
Carataunas;Latitud;36,922938;
Carataunas;Longitud;-3,40807;
Carataunas;Altitud sobre el nivel del mar;763,65997314;
Cástaras;Latitud;36,931439;
Cástaras;Longitud;-3,25369;
Cástaras;Altitud sobre el nivel del mar;1000,58001709;
Castilléjar;Latitud;37,714635;
Castilléjar;Longitud;-2,643025;
Castilléjar;Altitud sobre el nivel del mar;770,91998291;
Castril;Latitud;37,795671;
Castril;Longitud;-2,77872;
Castril;Altitud sobre el nivel del mar;890,46002197;
Cenes de la Vega;Latitud;37,159494;
Cenes de la Vega;Longitud;-3,538663;
Cenes de la Vega;Altitud sobre el nivel del mar;736,55999756;
Chauchina;Latitud;37,201197;
Chauchina;Longitud;-3,772831;
Chauchina;Altitud sobre el nivel del mar;550,70001221;
Chimeneas;Latitud;37,131158;
Chimeneas;Longitud;-3,823279;
Chimeneas;Altitud sobre el nivel del mar;696,47998047;
Churriana de la Vega;Latitud;37,147688;
Churriana de la Vega;Longitud;-3,645997;
Churriana de la Vega;Altitud sobre el nivel del mar;656,35998535;
Cijuela;Latitud;37,19975;
Cijuela;Longitud;-3,810344;
Cijuela;Altitud sobre el nivel del mar;540,5300293;
Cogollos de Guadix;Latitud;37,224425;
Cogollos de Guadix;Longitud;-3,161329;
Cogollos de Guadix;Altitud sobre el nivel del mar;1138,06005859;
Cogollos de la Vega;Latitud;37,274761;
Cogollos de la Vega;Longitud;-3,574609;
Cogollos de la Vega;Altitud sobre el nivel del mar;998,35998535;
Colomera;Latitud;37,371653;
Colomera;Longitud;-3,714027;
Colomera;Altitud sobre el nivel del mar;841,75;
Cortes de Baza;Latitud;37,655027;
Cortes de Baza;Longitud;-2,769849;
Cortes de Baza;Altitud sobre el nivel del mar;705,30999756;
Cortes y Graena;Latitud;37,303739;
Cortes y Graena;Longitud;-3,218759;
Cortes y Graena;Altitud sobre el nivel del mar;967,52001953;
Cuevas del Campo;Latitud;37,608653;
Cuevas del Campo;Longitud;-2,930687;
Cuevas del Campo;Altitud sobre el nivel del mar;830,88000488;
Cúllar;Latitud;37,583537;
Cúllar;Longitud;-2,576013;
Cúllar;Altitud sobre el nivel del mar;886,33001709;
Cúllar Vega;Latitud;37,153332;
Cúllar Vega;Longitud;-3,670337;
Cúllar Vega;Altitud sobre el nivel del mar;641,40997314;
Darro;Latitud;37,349226;
Darro;Longitud;-3,292417;
Darro;Altitud sobre el nivel del mar;1114,02001953;
Dehesas de Guadix;Latitud;37,58872;
Dehesas de Guadix;Longitud;-3,102209;
Dehesas de Guadix;Altitud sobre el nivel del mar;679,11999512;
Dehesas Viejas;Latitud;37,47259;
Dehesas Viejas;Longitud;-3,551874;
Dehesas Viejas;Altitud sobre el nivel del mar;1014,2199707;
Deifontes;Latitud;37,325209;
Deifontes;Longitud;-3,594458;
Deifontes;Altitud sobre el nivel del mar;737,5300293;
Diezma;Latitud;37,321036;
Diezma;Longitud;-3,331604;
Diezma;Altitud sobre el nivel del mar;1225,90002441;
Dílar;Latitud;37,075173;
Dílar;Longitud;-3,601891;
Dílar;Altitud sobre el nivel del mar;876,63000488;
Dólar;Latitud;37,180004;
Dólar;Longitud;-2,989343;
Dólar;Altitud sobre el nivel del mar;1199,25;
Domingo Pérez de Granada;Latitud;37,497209;
Domingo Pérez de Granada;Longitud;-3,508484;
Domingo Pérez de Granada;Altitud sobre el nivel del mar;973,90997314;
Dúdar;Latitud;37,185748;
Dúdar;Longitud;-3,483683;
Dúdar;Altitud sobre el nivel del mar;805,72998047;
Dúrcal;Latitud;36,987846;
Dúrcal;Longitud;-3,565899;
Dúrcal;Altitud sobre el nivel del mar;786,59002686;
El Pinar;Latitud;36,912791;
El Pinar;Longitud;-3,553768;
El Pinar;Altitud sobre el nivel del mar;686,64001465;
El Valle;Latitud;36,928986;
El Valle;Longitud;-3,581625;
El Valle;Altitud sobre el nivel del mar;538,40997314;
Escúzar;Latitud;37,061816;
Escúzar;Longitud;-3,761289;
Escúzar;Altitud sobre el nivel del mar;878,54998779;
Ferreira;Latitud;37,172297;
Ferreira;Longitud;-3,036104;
Ferreira;Altitud sobre el nivel del mar;1273,04003906;
Fonelas;Latitud;37,413556;
Fonelas;Longitud;-3,173364;
Fonelas;Altitud sobre el nivel del mar;789,25;
Fornes;Latitud;36,95446;
Fornes;Longitud;-3,855482;
Fornes;Altitud sobre el nivel del mar;851,85998535;
Freila;Latitud;37,528715;
Freila;Longitud;-2,906763;
Freila;Altitud sobre el nivel del mar;823,55999756;
Fuente Vaqueros;Latitud;37,219592;
Fuente Vaqueros;Longitud;-3,78308;
Fuente Vaqueros;Altitud sobre el nivel del mar;544,86999512;
Galera;Latitud;37,742936;
Galera;Longitud;-2,551189;
Galera;Altitud sobre el nivel del mar;834,27001953;
Gobernador;Latitud;37,477373;
Gobernador;Longitud;-3,320578;
Gobernador;Altitud sobre el nivel del mar;1039,98999023;
Gójar;Latitud;37,104452;
Gójar;Longitud;-3,605663;
Gójar;Altitud sobre el nivel del mar;796,64001465;
Gor;Latitud;37,36958;
Gor;Longitud;-2,969437;
Gor;Altitud sobre el nivel del mar;1238,47998047;
Gorafe;Latitud;37,479484;
Gorafe;Longitud;-3,042928;
Gorafe;Altitud sobre el nivel del mar;849,01000977;
Granada (capital);Latitud;37,17433;
Granada (capital);Longitud;-3,598653;
Granada (capital);Altitud sobre el nivel del mar;679,5300293;
Guadahortuna;Latitud;37,556468;
Guadahortuna;Longitud;-3,40077;
Guadahortuna;Altitud sobre el nivel del mar;966,40002441;
Guadix;Latitud;37,300458;
Guadix;Longitud;-3,134481;
Guadix;Altitud sobre el nivel del mar;909,78997803;
Gualchos;Latitud;36,722559;
Gualchos;Longitud;-3,35931;
Gualchos;Altitud sobre el nivel del mar;5,05000019;
Güéjar Sierra;Latitud;37,159859;
Güéjar Sierra;Longitud;-3,438513;
Güéjar Sierra;Altitud sobre el nivel del mar;1086,32995605;
Güevéjar;Latitud;37,256856;
Güevéjar;Longitud;-3,597672;
Güevéjar;Altitud sobre el nivel del mar;876,95001221;
Huélago;Latitud;37,419788;
Huélago;Longitud;-3,260167;
Huélago;Altitud sobre el nivel del mar;910,45001221;
Huéneja;Latitud;37,176897;
Huéneja;Longitud;-2,948302;
Huéneja;Altitud sobre el nivel del mar;1148,23999023;
Huéscar;Latitud;37,809532;
Huéscar;Longitud;-2,539589;
Huéscar;Altitud sobre el nivel del mar;951,59997559;
Huétor de Santillán;Latitud;37,218314;
Huétor de Santillán;Longitud;-3,517341;
Huétor de Santillán;Altitud sobre el nivel del mar;1025,34997559;
Huétor Tájar;Latitud;37,194383;
Huétor Tájar;Longitud;-4,047191;
Huétor Tájar;Altitud sobre el nivel del mar;484,36999512;
Huétor Vega;Latitud;37,145463;
Huétor Vega;Longitud;-3,569772;
Huétor Vega;Altitud sobre el nivel del mar;751,28997803;
Íllora;Latitud;37,288585;
Íllora;Longitud;-3,879583;
Íllora;Altitud sobre el nivel del mar;775,64001465;
Ítrabo;Latitud;36,799578;
Ítrabo;Longitud;-3,638671;
Ítrabo;Altitud sobre el nivel del mar;388,25;
Iznalloz;Latitud;37,392578;
Iznalloz;Longitud;-3,529837;
Iznalloz;Altitud sobre el nivel del mar;803,05999756;
Játar;Latitud;36,934147;
Játar;Longitud;-3,9094;
Játar;Altitud sobre el nivel del mar;973,47998047;
Jayena;Latitud;36,948919;
Jayena;Longitud;-3,822867;
Jayena;Altitud sobre el nivel del mar;914,14001465;
Jérez del Marquesado;Latitud;37,183902;
Jérez del Marquesado;Longitud;-3,159787;
Jérez del Marquesado;Altitud sobre el nivel del mar;1236,61999512;
Jete;Latitud;36,797355;
Jete;Longitud;-3,667876;
Jete;Altitud sobre el nivel del mar;139,49000549;
Jun;Latitud;37,220706;
Jun;Longitud;-3,594422;
Jun;Altitud sobre el nivel del mar;764,20001221;
Juviles;Latitud;36,948215;
Juviles;Longitud;-3,225747;
Juviles;Altitud sobre el nivel del mar;1258,13000488;
La Calahorra;Latitud;37,181375;
La Calahorra;Longitud;-3,064416;
La Calahorra;Altitud sobre el nivel del mar;1193,72998047;
La Malahá;Latitud;37,101558;
La Malahá;Longitud;-3,722587;
La Malahá;Altitud sobre el nivel del mar;710,44000244;
La Peza;Latitud;37,27562;
La Peza;Longitud;-3,284715;
La Peza;Altitud sobre el nivel del mar;996,35998535;
La Taha;Latitud;36,936019;
La Taha;Longitud;-3,325925;
La Taha;Altitud sobre el nivel del mar;1251,02001953;
La Zubia;Latitud;37,120597;
La Zubia;Longitud;-3,584906;
La Zubia;Altitud sobre el nivel del mar;744,53997803;
Láchar;Latitud;37,195029;
Láchar;Longitud;-3,834029;
Láchar;Altitud sobre el nivel del mar;556,57000732;
Lanjarón;Latitud;36,918093;
Lanjarón;Longitud;-3,480523;
Lanjarón;Altitud sobre el nivel del mar;656,33001709;
Lanteira;Latitud;37,168888;
Lanteira;Longitud;-3,138501;
Lanteira;Altitud sobre el nivel del mar;1273,10998535;
Las Gabias;Latitud;37,136481;
Las Gabias;Longitud;-3,669222;
Las Gabias;Altitud sobre el nivel del mar;678,08001709;
Lecrín;Latitud;36,947994;
Lecrín;Longitud;-3,550565;
Lecrín;Altitud sobre el nivel del mar;708,52001953;
Lentegí;Latitud;36,834357;
Lentegí;Longitud;-3,6746;
Lentegí;Altitud sobre el nivel del mar;631,84997559;
Lobras;Latitud;36,92914;
Lobras;Longitud;-3,21245;
Lobras;Altitud sobre el nivel del mar;918,16998291;
Loja;Latitud;37,166604;
Loja;Longitud;-4,150049;
Loja;Altitud sobre el nivel del mar;486,04000854;
Los Guájares;Latitud;36,841566;
Los Guájares;Longitud;-3,584333;
Los Guájares;Altitud sobre el nivel del mar;323,25;
Lugros;Latitud;37,229845;
Lugros;Longitud;-3,240861;
Lugros;Altitud sobre el nivel del mar;1247,59997559;
Lújar;Latitud;36,786705;
Lújar;Longitud;-3,404706;
Lújar;Altitud sobre el nivel del mar;511,20001221;
Maracena;Latitud;37,207232;
Maracena;Longitud;-3,63439;
Maracena;Altitud sobre el nivel del mar;657,58001709;
Marchal;Latitud;37,296356;
Marchal;Longitud;-3,202383;
Marchal;Altitud sobre el nivel del mar;937,47998047;
Moclín;Latitud;37,340044;
Moclín;Longitud;-3,785836;
Moclín;Altitud sobre el nivel del mar;1004,57000732;
Molvízar;Latitud;36,786816;
Molvízar;Longitud;-3,607438;
Molvízar;Altitud sobre el nivel del mar;234,5;
Monachil;Latitud;37,131624;
Monachil;Longitud;-3,539292;
Monachil;Altitud sobre el nivel del mar;806;
Montefrío;Latitud;37,320884;
Montefrío;Longitud;-4,01132;
Montefrío;Altitud sobre el nivel del mar;838,19000244;
Montejícar;Latitud;37,57186;
Montejícar;Longitud;-3,503816;
Montejícar;Altitud sobre el nivel del mar;1131,68994141;
Montillana;Latitud;37,500051;
Montillana;Longitud;-3,671881;
Montillana;Altitud sobre el nivel del mar;1015,76000977;
Moraleda de Zafayona;Latitud;37,169735;
Moraleda de Zafayona;Longitud;-3,965105;
Moraleda de Zafayona;Altitud sobre el nivel del mar;622,82000732;
Morelábor;Latitud;37,439236;
Morelábor;Longitud;-3,330814;
Morelábor;Altitud sobre el nivel del mar;1083,56994629;
Motril;Latitud;36,745091;
Motril;Longitud;-3,520302;
Motril;Altitud sobre el nivel del mar;37,27999878;
Murtas;Latitud;36,887385;
Murtas;Longitud;-3,108975;
Murtas;Altitud sobre el nivel del mar;1116,13000488;
Nevada;Latitud;37,008294;
Nevada;Longitud;-3,014593;
Nevada;Altitud sobre el nivel del mar;1010,32000732;
Nigüelas;Latitud;36,977406;
Nigüelas;Longitud;-3,539144;
Nigüelas;Altitud sobre el nivel del mar;933,67999268;
Nívar;Latitud;37,257919;
Nívar;Longitud;-3,577942;
Nívar;Altitud sobre el nivel del mar;1040,42004395;
Ogíjares;Latitud;37,120102;
Ogíjares;Longitud;-3,606701;
Ogíjares;Altitud sobre el nivel del mar;720,75;
Orce;Latitud;37,721424;
Orce;Longitud;-2,479266;
Orce;Altitud sobre el nivel del mar;926,5;
Órgiva;Latitud;36,902229;
Órgiva;Longitud;-3,423895;
Órgiva;Altitud sobre el nivel del mar;460,17999268;
Otívar;Latitud;36,81495;
Otívar;Longitud;-3,681488;
Otívar;Altitud sobre el nivel del mar;265,51000977;
Padul;Latitud;37,024364;
Padul;Longitud;-3,626671;
Padul;Altitud sobre el nivel del mar;754,71002197;
Pampaneira;Latitud;36,940047;
Pampaneira;Longitud;-3,361398;
Pampaneira;Altitud sobre el nivel del mar;1056,27001953;
Pedro Martínez;Latitud;37,501711;
Pedro Martínez;Longitud;-3,230609;
Pedro Martínez;Altitud sobre el nivel del mar;1035,17004395;
Peligros;Latitud;37,230841;
Peligros;Longitud;-3,628789;
Peligros;Altitud sobre el nivel del mar;689,27001953;
Pinos Genil;Latitud;37,163243;
Pinos Genil;Longitud;-3,502917;
Pinos Genil;Altitud sobre el nivel del mar;773,96002197;
Pinos Puente;Latitud;37,251665;
Pinos Puente;Longitud;-3,749438;
Pinos Puente;Altitud sobre el nivel del mar;577,55999756;
Píñar;Latitud;37,442584;
Píñar;Longitud;-3,44061;
Píñar;Altitud sobre el nivel del mar;914,33001709;
Polícar;Latitud;37,257355;
Polícar;Longitud;-3,232839;
Polícar;Altitud sobre el nivel del mar;1153,82995605;
Polopos;Latitud;36,746341;
Polopos;Longitud;-3,278661;
Polopos;Altitud sobre el nivel del mar;2,05999994;
Pórtugos;Latitud;36,942339;
Pórtugos;Longitud;-3,310296;
Pórtugos;Altitud sobre el nivel del mar;1320,38000488;
Puebla de Don Fadrique;Latitud;37,95806;
Puebla de Don Fadrique;Longitud;-2,434914;
Puebla de Don Fadrique;Altitud sobre el nivel del mar;1159,26000977;
Pulianas;Latitud;37,222638;
Pulianas;Longitud;-3,608192;
Pulianas;Altitud sobre el nivel del mar;728,78997803;
Purullena;Latitud;37,31755;
Purullena;Longitud;-3,190846;
Purullena;Altitud sobre el nivel del mar;912,32000732;
Quéntar;Latitud;37,192063;
Quéntar;Longitud;-3,468211;
Quéntar;Altitud sobre el nivel del mar;847,83001709;
Rubite;Latitud;36,808847;
Rubite;Longitud;-3,347964;
Rubite;Altitud sobre el nivel del mar;794,03997803;
Salar;Latitud;37,152435;
Salar;Longitud;-4,066863;
Salar;Altitud sobre el nivel del mar;537,45001221;
Salobreña;Latitud;36,743134;
Salobreña;Longitud;-3,588271;
Salobreña;Altitud sobre el nivel del mar;67,68000031;
Santa Cruz del Comercio;Latitud;37,060523;
Santa Cruz del Comercio;Longitud;-3,976348;
Santa Cruz del Comercio;Altitud sobre el nivel del mar;741,54998779;
Santa Fe;Latitud;37,18951;
Santa Fe;Longitud;-3,718098;
Santa Fe;Altitud sobre el nivel del mar;580,79998779;
Soportújar;Latitud;36,928435;
Soportújar;Longitud;-3,40495;
Soportújar;Altitud sobre el nivel del mar;926,90002441;
Sorvilán;Latitud;36,79437;
Sorvilán;Longitud;-3,267336;
Sorvilán;Altitud sobre el nivel del mar;757,86999512;
Torre-Cardela;Latitud;37,504611;
Torre-Cardela;Longitud;-3,355839;
Torre-Cardela;Altitud sobre el nivel del mar;1215,35998535;
Torrenueva Costa;Latitud;36,701908;
Torrenueva Costa;Longitud;-3,485668;
Torrenueva Costa;Altitud sobre el nivel del mar;1,10000002;
Torvizcón;Latitud;36,877897;
Torvizcón;Longitud;-3,298511;
Torvizcón;Altitud sobre el nivel del mar;667,35998535;
Trevélez;Latitud;37,002515;
Trevélez;Longitud;-3,266432;
Trevélez;Altitud sobre el nivel del mar;1543,15002441;
Turón;Latitud;36,863656;
Turón;Longitud;-3,057704;
Turón;Altitud sobre el nivel del mar;698,91998291;
Ugíjar;Latitud;36,960986;
Ugíjar;Longitud;-3,05454;
Ugíjar;Altitud sobre el nivel del mar;547,40997314;
Valderrubio;Latitud;37,236024;
Valderrubio;Longitud;-3,817556;
Valderrubio;Altitud sobre el nivel del mar;545,09002686;
Valle del Zalabí;Latitud;37,262526;
Valle del Zalabí;Longitud;-3,100058;
Valle del Zalabí;Altitud sobre el nivel del mar;1001,53997803;
Válor;Latitud;36,996329;
Válor;Longitud;-3,080909;
Válor;Altitud sobre el nivel del mar;908,98999023;
Vegas del Genil;Latitud;37,171963;
Vegas del Genil;Longitud;-3,665378;
Vegas del Genil;Altitud sobre el nivel del mar;617,72998047;
Vélez de Benaudalla;Latitud;36,831965;
Vélez de Benaudalla;Longitud;-3,516017;
Vélez de Benaudalla;Altitud sobre el nivel del mar;174,66000366;
Ventas de Huelma;Latitud;37,066884;
Ventas de Huelma;Longitud;-3,821149;
Ventas de Huelma;Altitud sobre el nivel del mar;864,35998535;
Villa de Otura;Latitud;37,094342;
Villa de Otura;Longitud;-3,635014;
Villa de Otura;Altitud sobre el nivel del mar;779,09997559;
Villamena;Latitud;36,99081;
Villamena;Longitud;-3,589366;
Villamena;Altitud sobre el nivel del mar;764,95001221;
Villanueva de las Torres;Latitud;37,556602;
Villanueva de las Torres;Longitud;-3,090199;
Villanueva de las Torres;Altitud sobre el nivel del mar;643,76000977;
Villanueva Mesía;Latitud;37,214202;
Villanueva Mesía;Longitud;-4,011366;
Villanueva Mesía;Altitud sobre el nivel del mar;494,70001221;
Víznar;Latitud;37,231138;
Víznar;Longitud;-3,55388;
Víznar;Altitud sobre el nivel del mar;1078,93994141;
Zafarraya;Latitud;36,973733;
Zafarraya;Longitud;-4,141557;
Zafarraya;Altitud sobre el nivel del mar;893,23999023;
Zagra;Latitud;37,253533;
Zagra;Longitud;-4,168099;
Zagra;Altitud sobre el nivel del mar;685;
Zújar;Latitud;37,541053;
Zújar;Longitud;-2,84211;
Zújar;Altitud sobre el nivel del mar;766,85998535;
Alájar;Latitud;37,874717;
Alájar;Longitud;-6,665922;
Alájar;Altitud sobre el nivel del mar;577,20001221;
Aljaraque;Latitud;37,271086;
Aljaraque;Longitud;-7,021507;
Aljaraque;Altitud sobre el nivel del mar;30,75;
Almonaster la Real;Latitud;37,87181;
Almonaster la Real;Longitud;-6,787712;
Almonaster la Real;Altitud sobre el nivel del mar;574,54998779;
Almonte;Latitud;37,262293;
Almonte;Longitud;-6,518126;
Almonte;Altitud sobre el nivel del mar;74,37999725;
Alosno;Latitud;37,549245;
Alosno;Longitud;-7,113934;
Alosno;Altitud sobre el nivel del mar;179,32000732;
Aracena;Latitud;37,8921;
Aracena;Longitud;-6,55961;
Aracena;Altitud sobre el nivel del mar;673,05999756;
Aroche;Latitud;37,944256;
Aroche;Longitud;-6,953943;
Aroche;Altitud sobre el nivel del mar;411,51000977;
Arroyomolinos de León;Latitud;38,024684;
Arroyomolinos de León;Longitud;-6,42384;
Arroyomolinos de León;Altitud sobre el nivel del mar;594,70001221;
Ayamonte;Latitud;37,214251;
Ayamonte;Longitud;-7,409304;
Ayamonte;Altitud sobre el nivel del mar;2,93000007;
Beas;Latitud;37,426171;
Beas;Longitud;-6,792004;
Beas;Altitud sobre el nivel del mar;118,94000244;
Berrocal;Latitud;37,608989;
Berrocal;Longitud;-6,542644;
Berrocal;Altitud sobre el nivel del mar;297,01000977;
Bollullos Par del Condado;Latitud;37,335877;
Bollullos Par del Condado;Longitud;-6,535482;
Bollullos Par del Condado;Altitud sobre el nivel del mar;107,51000214;
Bonares;Latitud;37,321604;
Bonares;Longitud;-6,683188;
Bonares;Altitud sobre el nivel del mar;70;
Cabezas Rubias;Latitud;37,72564;
Cabezas Rubias;Longitud;-7,087043;
Cabezas Rubias;Altitud sobre el nivel del mar;219,61999512;
Cala;Latitud;37,971878;
Cala;Longitud;-6,315515;
Cala;Altitud sobre el nivel del mar;583,4699707;
Calañas;Latitud;37,654656;
Calañas;Longitud;-6,878593;
Calañas;Altitud sobre el nivel del mar;296,98999023;
Campofrío;Latitud;37,767421;
Campofrío;Longitud;-6,572638;
Campofrío;Altitud sobre el nivel del mar;516,51000977;
Cañaveral de León;Latitud;38,014444;
Cañaveral de León;Longitud;-6,527546;
Cañaveral de León;Altitud sobre el nivel del mar;540,90997314;
Cartaya;Latitud;37,282973;
Cartaya;Longitud;-7,155092;
Cartaya;Altitud sobre el nivel del mar;19,29000092;
Castaño del Robledo;Latitud;37,895087;
Castaño del Robledo;Longitud;-6,70367;
Castaño del Robledo;Altitud sobre el nivel del mar;743,03997803;
Chucena;Latitud;37,361813;
Chucena;Longitud;-6,393668;
Chucena;Altitud sobre el nivel del mar;144,58000183;
Corteconcepción;Latitud;37,895863;
Corteconcepción;Longitud;-6,506386;
Corteconcepción;Altitud sobre el nivel del mar;577,76000977;
Cortegana;Latitud;37,910201;
Cortegana;Longitud;-6,820645;
Cortegana;Altitud sobre el nivel del mar;672,84002686;
Cortelazor;Latitud;37,935812;
Cortelazor;Longitud;-6,624681;
Cortelazor;Altitud sobre el nivel del mar;621,32000732;
Cumbres de Enmedio;Latitud;38,072467;
Cumbres de Enmedio;Longitud;-6,693135;
Cumbres de Enmedio;Altitud sobre el nivel del mar;589,2199707;
Cumbres de San Bartolomé;Latitud;38,077346;
Cumbres de San Bartolomé;Longitud;-6,74326;
Cumbres de San Bartolomé;Altitud sobre el nivel del mar;578,73999023;
Cumbres Mayores;Latitud;38,06235;
