Territorio;Tipología de servicios sociales;Medida;Valor;
Obejo;Mujeres;Nº de centros;-;
Obejo;Personas con discapacidad;Nº de centros;-;
Obejo;Personas con enfermedad mental;Nº de centros;-;
Obejo;Personas con adicciones;Nº de centros;-;
Obejo;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Obejo;Personas de etnia gitana;Nº de centros;-;
Obejo;Menores del sistema de protección;Nº de centros;-;
Obejo;TOTAL;Nº de centros;1;
Palenciana;Población general;Nº de centros;-;
Palenciana;Personas mayores;Nº de centros;1;
Palenciana;Mujeres;Nº de centros;-;
Palenciana;Personas con discapacidad;Nº de centros;-;
Palenciana;Personas con enfermedad mental;Nº de centros;-;
Palenciana;Personas con adicciones;Nº de centros;-;
Palenciana;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Palenciana;Personas de etnia gitana;Nº de centros;-;
Palenciana;Menores del sistema de protección;Nº de centros;-;
Palenciana;TOTAL;Nº de centros;1;
Palma del Río;Población general;Nº de centros;1;
Palma del Río;Personas mayores;Nº de centros;5;
Palma del Río;Mujeres;Nº de centros;1;
Palma del Río;Personas con discapacidad;Nº de centros;3;
Palma del Río;Personas con enfermedad mental;Nº de centros;1;
Palma del Río;Personas con adicciones;Nº de centros;1;
Palma del Río;Personas en situación o riesgo de exclusión social;Nº de centros;1;
Palma del Río;Personas de etnia gitana;Nº de centros;-;
Palma del Río;Menores del sistema de protección;Nº de centros;-;
Palma del Río;TOTAL;Nº de centros;13;
Pedroche;Población general;Nº de centros;-;
Pedroche;Personas mayores;Nº de centros;2;
Pedroche;Mujeres;Nº de centros;-;
Pedroche;Personas con discapacidad;Nº de centros;-;
Pedroche;Personas con enfermedad mental;Nº de centros;-;
Pedroche;Personas con adicciones;Nº de centros;-;
Pedroche;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Pedroche;Personas de etnia gitana;Nº de centros;-;
Pedroche;Menores del sistema de protección;Nº de centros;-;
Pedroche;TOTAL;Nº de centros;2;
Peñarroya-Pueblonuevo;Población general;Nº de centros;1;
Peñarroya-Pueblonuevo;Personas mayores;Nº de centros;5;
Peñarroya-Pueblonuevo;Mujeres;Nº de centros;1;
Peñarroya-Pueblonuevo;Personas con discapacidad;Nº de centros;2;
Peñarroya-Pueblonuevo;Personas con enfermedad mental;Nº de centros;1;
Peñarroya-Pueblonuevo;Personas con adicciones;Nº de centros;1;
Peñarroya-Pueblonuevo;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Peñarroya-Pueblonuevo;Personas de etnia gitana;Nº de centros;-;
Peñarroya-Pueblonuevo;Menores del sistema de protección;Nº de centros;-;
Peñarroya-Pueblonuevo;TOTAL;Nº de centros;11;
Posadas;Población general;Nº de centros;-;
Posadas;Personas mayores;Nº de centros;3;
Posadas;Mujeres;Nº de centros;1;
Posadas;Personas con discapacidad;Nº de centros;-;
Posadas;Personas con enfermedad mental;Nº de centros;-;
Posadas;Personas con adicciones;Nº de centros;1;
Posadas;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Posadas;Personas de etnia gitana;Nº de centros;-;
Posadas;Menores del sistema de protección;Nº de centros;-;
Posadas;TOTAL;Nº de centros;5;
Pozoblanco;Población general;Nº de centros;1;
Pozoblanco;Personas mayores;Nº de centros;6;
Pozoblanco;Mujeres;Nº de centros;1;
Pozoblanco;Personas con discapacidad;Nº de centros;12;
Pozoblanco;Personas con enfermedad mental;Nº de centros;2;
Pozoblanco;Personas con adicciones;Nº de centros;2;
Pozoblanco;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Pozoblanco;Personas de etnia gitana;Nº de centros;-;
Pozoblanco;Menores del sistema de protección;Nº de centros;-;
Pozoblanco;TOTAL;Nº de centros;24;
Priego de Córdoba;Población general;Nº de centros;1;
Priego de Córdoba;Personas mayores;Nº de centros;7;
Priego de Córdoba;Mujeres;Nº de centros;1;
Priego de Córdoba;Personas con discapacidad;Nº de centros;5;
Priego de Córdoba;Personas con enfermedad mental;Nº de centros;2;
Priego de Córdoba;Personas con adicciones;Nº de centros;1;
Priego de Córdoba;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Priego de Córdoba;Personas de etnia gitana;Nº de centros;-;
Priego de Córdoba;Menores del sistema de protección;Nº de centros;-;
Priego de Córdoba;TOTAL;Nº de centros;17;
Puente Genil;Población general;Nº de centros;1;
Puente Genil;Personas mayores;Nº de centros;5;
Puente Genil;Mujeres;Nº de centros;1;
Puente Genil;Personas con discapacidad;Nº de centros;2;
Puente Genil;Personas con enfermedad mental;Nº de centros;-;
Puente Genil;Personas con adicciones;Nº de centros;1;
Puente Genil;Personas en situación o riesgo de exclusión social;Nº de centros;1;
Puente Genil;Personas de etnia gitana;Nº de centros;-;
Puente Genil;Menores del sistema de protección;Nº de centros;-;
Puente Genil;TOTAL;Nº de centros;11;
Rute;Población general;Nº de centros;1;
Rute;Personas mayores;Nº de centros;3;
Rute;Mujeres;Nº de centros;-;
Rute;Personas con discapacidad;Nº de centros;-;
Rute;Personas con enfermedad mental;Nº de centros;-;
Rute;Personas con adicciones;Nº de centros;1;
Rute;Personas en situación o riesgo de exclusión social;Nº de centros;1;
Rute;Personas de etnia gitana;Nº de centros;-;
Rute;Menores del sistema de protección;Nº de centros;-;
Rute;TOTAL;Nº de centros;6;
San Sebastián de los Ballesteros;Población general;Nº de centros;-;
San Sebastián de los Ballesteros;Personas mayores;Nº de centros;1;
San Sebastián de los Ballesteros;Mujeres;Nº de centros;-;
San Sebastián de los Ballesteros;Personas con discapacidad;Nº de centros;-;
San Sebastián de los Ballesteros;Personas con enfermedad mental;Nº de centros;-;
San Sebastián de los Ballesteros;Personas con adicciones;Nº de centros;-;
San Sebastián de los Ballesteros;Personas en situación o riesgo de exclusión social;Nº de centros;-;
San Sebastián de los Ballesteros;Personas de etnia gitana;Nº de centros;-;
San Sebastián de los Ballesteros;Menores del sistema de protección;Nº de centros;-;
San Sebastián de los Ballesteros;TOTAL;Nº de centros;1;
Santa Eufemia;Población general;Nº de centros;-;
Santa Eufemia;Personas mayores;Nº de centros;2;
Santa Eufemia;Mujeres;Nº de centros;-;
Santa Eufemia;Personas con discapacidad;Nº de centros;-;
Santa Eufemia;Personas con enfermedad mental;Nº de centros;-;
Santa Eufemia;Personas con adicciones;Nº de centros;-;
Santa Eufemia;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Santa Eufemia;Personas de etnia gitana;Nº de centros;-;
Santa Eufemia;Menores del sistema de protección;Nº de centros;-;
Santa Eufemia;TOTAL;Nº de centros;2;
Santaella;Población general;Nº de centros;-;
Santaella;Personas mayores;Nº de centros;3;
Santaella;Mujeres;Nº de centros;-;
Santaella;Personas con discapacidad;Nº de centros;-;
Santaella;Personas con enfermedad mental;Nº de centros;-;
Santaella;Personas con adicciones;Nº de centros;-;
Santaella;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Santaella;Personas de etnia gitana;Nº de centros;-;
Santaella;Menores del sistema de protección;Nº de centros;-;
Santaella;TOTAL;Nº de centros;3;
Torrecampo;Población general;Nº de centros;-;
Torrecampo;Personas mayores;Nº de centros;2;
Torrecampo;Mujeres;Nº de centros;-;
Torrecampo;Personas con discapacidad;Nº de centros;-;
Torrecampo;Personas con enfermedad mental;Nº de centros;-;
Torrecampo;Personas con adicciones;Nº de centros;-;
Torrecampo;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Torrecampo;Personas de etnia gitana;Nº de centros;-;
Torrecampo;Menores del sistema de protección;Nº de centros;-;
Torrecampo;TOTAL;Nº de centros;2;
Valenzuela;Población general;Nº de centros;-;
Valenzuela;Personas mayores;Nº de centros;1;
Valenzuela;Mujeres;Nº de centros;-;
Valenzuela;Personas con discapacidad;Nº de centros;-;
Valenzuela;Personas con enfermedad mental;Nº de centros;-;
Valenzuela;Personas con adicciones;Nº de centros;-;
Valenzuela;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Valenzuela;Personas de etnia gitana;Nº de centros;-;
Valenzuela;Menores del sistema de protección;Nº de centros;-;
Valenzuela;TOTAL;Nº de centros;1;
Valsequillo;Población general;Nº de centros;-;
Valsequillo;Personas mayores;Nº de centros;1;
Valsequillo;Mujeres;Nº de centros;-;
Valsequillo;Personas con discapacidad;Nº de centros;-;
Valsequillo;Personas con enfermedad mental;Nº de centros;-;
Valsequillo;Personas con adicciones;Nº de centros;-;
Valsequillo;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Valsequillo;Personas de etnia gitana;Nº de centros;-;
Valsequillo;Menores del sistema de protección;Nº de centros;-;
Valsequillo;TOTAL;Nº de centros;1;
Villa del Río;Población general;Nº de centros;-;
Villa del Río;Personas mayores;Nº de centros;1;
Villa del Río;Mujeres;Nº de centros;-;
Villa del Río;Personas con discapacidad;Nº de centros;-;
Villa del Río;Personas con enfermedad mental;Nº de centros;-;
Villa del Río;Personas con adicciones;Nº de centros;-;
Villa del Río;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Villa del Río;Personas de etnia gitana;Nº de centros;-;
Villa del Río;Menores del sistema de protección;Nº de centros;-;
Villa del Río;TOTAL;Nº de centros;1;
Villafranca de Córdoba;Población general;Nº de centros;-;
Villafranca de Córdoba;Personas mayores;Nº de centros;1;
Villafranca de Córdoba;Mujeres;Nº de centros;-;
Villafranca de Córdoba;Personas con discapacidad;Nº de centros;-;
Villafranca de Córdoba;Personas con enfermedad mental;Nº de centros;-;
Villafranca de Córdoba;Personas con adicciones;Nº de centros;1;
Villafranca de Córdoba;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Villafranca de Córdoba;Personas de etnia gitana;Nº de centros;-;
Villafranca de Córdoba;Menores del sistema de protección;Nº de centros;-;
Villafranca de Córdoba;TOTAL;Nº de centros;2;
Villaharta;Población general;Nº de centros;-;
Villaharta;Personas mayores;Nº de centros;3;
Villaharta;Mujeres;Nº de centros;-;
Villaharta;Personas con discapacidad;Nº de centros;-;
Villaharta;Personas con enfermedad mental;Nº de centros;-;
Villaharta;Personas con adicciones;Nº de centros;-;
Villaharta;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Villaharta;Personas de etnia gitana;Nº de centros;-;
Villaharta;Menores del sistema de protección;Nº de centros;-;
Villaharta;TOTAL;Nº de centros;3;
Villanueva de Córdoba;Población general;Nº de centros;-;
Villanueva de Córdoba;Personas mayores;Nº de centros;4;
Villanueva de Córdoba;Mujeres;Nº de centros;1;
Villanueva de Córdoba;Personas con discapacidad;Nº de centros;3;
Villanueva de Córdoba;Personas con enfermedad mental;Nº de centros;-;
Villanueva de Córdoba;Personas con adicciones;Nº de centros;1;
Villanueva de Córdoba;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Villanueva de Córdoba;Personas de etnia gitana;Nº de centros;-;
Villanueva de Córdoba;Menores del sistema de protección;Nº de centros;-;
Villanueva de Córdoba;TOTAL;Nº de centros;9;
Villanueva del Duque;Población general;Nº de centros;-;
Villanueva del Duque;Personas mayores;Nº de centros;3;
Villanueva del Duque;Mujeres;Nº de centros;-;
Villanueva del Duque;Personas con discapacidad;Nº de centros;-;
Villanueva del Duque;Personas con enfermedad mental;Nº de centros;-;
Villanueva del Duque;Personas con adicciones;Nº de centros;-;
Villanueva del Duque;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Villanueva del Duque;Personas de etnia gitana;Nº de centros;-;
Villanueva del Duque;Menores del sistema de protección;Nº de centros;-;
Villanueva del Duque;TOTAL;Nº de centros;3;
Villanueva del Rey;Población general;Nº de centros;-;
Villanueva del Rey;Personas mayores;Nº de centros;2;
Villanueva del Rey;Mujeres;Nº de centros;-;
Villanueva del Rey;Personas con discapacidad;Nº de centros;-;
Villanueva del Rey;Personas con enfermedad mental;Nº de centros;-;
Villanueva del Rey;Personas con adicciones;Nº de centros;-;
Villanueva del Rey;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Villanueva del Rey;Personas de etnia gitana;Nº de centros;-;
Villanueva del Rey;Menores del sistema de protección;Nº de centros;-;
Villanueva del Rey;TOTAL;Nº de centros;2;
Villaralto;Población general;Nº de centros;-;
Villaralto;Personas mayores;Nº de centros;2;
Villaralto;Mujeres;Nº de centros;-;
Villaralto;Personas con discapacidad;Nº de centros;-;
Villaralto;Personas con enfermedad mental;Nº de centros;-;
Villaralto;Personas con adicciones;Nº de centros;-;
Villaralto;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Villaralto;Personas de etnia gitana;Nº de centros;-;
Villaralto;Menores del sistema de protección;Nº de centros;-;
Villaralto;TOTAL;Nº de centros;2;
Villaviciosa de Córdoba;Población general;Nº de centros;1;
Villaviciosa de Córdoba;Personas mayores;Nº de centros;1;
Villaviciosa de Córdoba;Mujeres;Nº de centros;-;
Villaviciosa de Córdoba;Personas con discapacidad;Nº de centros;-;
Villaviciosa de Córdoba;Personas con enfermedad mental;Nº de centros;-;
Villaviciosa de Córdoba;Personas con adicciones;Nº de centros;1;
Villaviciosa de Córdoba;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Villaviciosa de Córdoba;Personas de etnia gitana;Nº de centros;-;
Villaviciosa de Córdoba;Menores del sistema de protección;Nº de centros;-;
Villaviciosa de Córdoba;TOTAL;Nº de centros;3;
Zuheros;Población general;Nº de centros;-;
Zuheros;Personas mayores;Nº de centros;1;
Zuheros;Mujeres;Nº de centros;-;
Zuheros;Personas con discapacidad;Nº de centros;-;
Zuheros;Personas con enfermedad mental;Nº de centros;-;
Zuheros;Personas con adicciones;Nº de centros;-;
Zuheros;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Zuheros;Personas de etnia gitana;Nº de centros;-;
Zuheros;Menores del sistema de protección;Nº de centros;-;
Zuheros;TOTAL;Nº de centros;1;
Municipio de Córdoba sin especificar;Población general;Nº de centros;-;
Municipio de Córdoba sin especificar;Personas mayores;Nº de centros;-;
Municipio de Córdoba sin especificar;Mujeres;Nº de centros;3;
Municipio de Córdoba sin especificar;Personas con discapacidad;Nº de centros;-;
Municipio de Córdoba sin especificar;Personas con enfermedad mental;Nº de centros;1;
Municipio de Córdoba sin especificar;Personas con adicciones;Nº de centros;1;
Municipio de Córdoba sin especificar;Personas en situación o riesgo de exclusión social;Nº de centros;1;
Municipio de Córdoba sin especificar;Personas de etnia gitana;Nº de centros;-;
Municipio de Córdoba sin especificar;Menores del sistema de protección;Nº de centros;2;
Municipio de Córdoba sin especificar;TOTAL;Nº de centros;8;
Granada;Población general;Nº de centros;30;
Granada;Personas mayores;Nº de centros;267;
Granada;Mujeres;Nº de centros;27;
Granada;Personas con discapacidad;Nº de centros;73;
Granada;Personas con enfermedad mental;Nº de centros;15;
Granada;Personas con adicciones;Nº de centros;14;
Granada;Personas en situación o riesgo de exclusión social;Nº de centros;21;
Granada;Personas de etnia gitana;Nº de centros;1;
Granada;Menores del sistema de protección;Nº de centros;2;
Granada;TOTAL;Nº de centros;450;
Agrón;Población general;Nº de centros;-;
Agrón;Personas mayores;Nº de centros;1;
Agrón;Mujeres;Nº de centros;-;
Agrón;Personas con discapacidad;Nº de centros;-;
Agrón;Personas con enfermedad mental;Nº de centros;-;
Agrón;Personas con adicciones;Nº de centros;-;
Agrón;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Agrón;Personas de etnia gitana;Nº de centros;-;
Agrón;Menores del sistema de protección;Nº de centros;-;
Agrón;TOTAL;Nº de centros;1;
Albolote;Población general;Nº de centros;1;
Albolote;Personas mayores;Nº de centros;4;
Albolote;Mujeres;Nº de centros;1;
Albolote;Personas con discapacidad;Nº de centros;1;
Albolote;Personas con enfermedad mental;Nº de centros;-;
Albolote;Personas con adicciones;Nº de centros;-;
Albolote;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Albolote;Personas de etnia gitana;Nº de centros;-;
Albolote;Menores del sistema de protección;Nº de centros;-;
Albolote;TOTAL;Nº de centros;7;
Albondón;Población general;Nº de centros;-;
Albondón;Personas mayores;Nº de centros;1;
Albondón;Mujeres;Nº de centros;-;
Albondón;Personas con discapacidad;Nº de centros;-;
Albondón;Personas con enfermedad mental;Nº de centros;-;
Albondón;Personas con adicciones;Nº de centros;-;
Albondón;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Albondón;Personas de etnia gitana;Nº de centros;-;
Albondón;Menores del sistema de protección;Nº de centros;-;
Albondón;TOTAL;Nº de centros;1;
Albuñol;Población general;Nº de centros;-;
Albuñol;Personas mayores;Nº de centros;-;
Albuñol;Mujeres;Nº de centros;-;
Albuñol;Personas con discapacidad;Nº de centros;2;
Albuñol;Personas con enfermedad mental;Nº de centros;-;
Albuñol;Personas con adicciones;Nº de centros;-;
Albuñol;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Albuñol;Personas de etnia gitana;Nº de centros;-;
Albuñol;Menores del sistema de protección;Nº de centros;-;
Albuñol;TOTAL;Nº de centros;2;
Alfacar;Población general;Nº de centros;1;
Alfacar;Personas mayores;Nº de centros;2;
Alfacar;Mujeres;Nº de centros;-;
Alfacar;Personas con discapacidad;Nº de centros;1;
Alfacar;Personas con enfermedad mental;Nº de centros;-;
Alfacar;Personas con adicciones;Nº de centros;-;
Alfacar;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Alfacar;Personas de etnia gitana;Nº de centros;-;
Alfacar;Menores del sistema de protección;Nº de centros;-;
Alfacar;TOTAL;Nº de centros;4;
Algarinejo;Población general;Nº de centros;-;
Algarinejo;Personas mayores;Nº de centros;3;
Algarinejo;Mujeres;Nº de centros;-;
Algarinejo;Personas con discapacidad;Nº de centros;-;
Algarinejo;Personas con enfermedad mental;Nº de centros;-;
Algarinejo;Personas con adicciones;Nº de centros;-;
Algarinejo;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Algarinejo;Personas de etnia gitana;Nº de centros;-;
Algarinejo;Menores del sistema de protección;Nº de centros;-;
Algarinejo;TOTAL;Nº de centros;3;
Alhama de Granada;Población general;Nº de centros;1;
Alhama de Granada;Personas mayores;Nº de centros;2;
Alhama de Granada;Mujeres;Nº de centros;1;
Alhama de Granada;Personas con discapacidad;Nº de centros;1;
Alhama de Granada;Personas con enfermedad mental;Nº de centros;-;
Alhama de Granada;Personas con adicciones;Nº de centros;-;
Alhama de Granada;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Alhama de Granada;Personas de etnia gitana;Nº de centros;-;
Alhama de Granada;Menores del sistema de protección;Nº de centros;-;
Alhama de Granada;TOTAL;Nº de centros;5;
Alhendín;Población general;Nº de centros;-;
Alhendín;Personas mayores;Nº de centros;1;
Alhendín;Mujeres;Nº de centros;-;
Alhendín;Personas con discapacidad;Nº de centros;-;
Alhendín;Personas con enfermedad mental;Nº de centros;-;
Alhendín;Personas con adicciones;Nº de centros;-;
Alhendín;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Alhendín;Personas de etnia gitana;Nº de centros;-;
Alhendín;Menores del sistema de protección;Nº de centros;-;
Alhendín;TOTAL;Nº de centros;1;
Almegíjar;Población general;Nº de centros;-;
Almegíjar;Personas mayores;Nº de centros;1;
Almegíjar;Mujeres;Nº de centros;-;
Almegíjar;Personas con discapacidad;Nº de centros;-;
Almegíjar;Personas con enfermedad mental;Nº de centros;-;
Almegíjar;Personas con adicciones;Nº de centros;-;
Almegíjar;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Almegíjar;Personas de etnia gitana;Nº de centros;-;
Almegíjar;Menores del sistema de protección;Nº de centros;-;
Almegíjar;TOTAL;Nº de centros;1;
Almuñécar;Población general;Nº de centros;1;
Almuñécar;Personas mayores;Nº de centros;1;
Almuñécar;Mujeres;Nº de centros;1;
Almuñécar;Personas con discapacidad;Nº de centros;-;
Almuñécar;Personas con enfermedad mental;Nº de centros;-;
Almuñécar;Personas con adicciones;Nº de centros;1;
Almuñécar;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Almuñécar;Personas de etnia gitana;Nº de centros;-;
Almuñécar;Menores del sistema de protección;Nº de centros;-;
Almuñécar;TOTAL;Nº de centros;4;
Armilla;Población general;Nº de centros;1;
Armilla;Personas mayores;Nº de centros;3;
Armilla;Mujeres;Nº de centros;1;
Armilla;Personas con discapacidad;Nº de centros;2;
Armilla;Personas con enfermedad mental;Nº de centros;-;
Armilla;Personas con adicciones;Nº de centros;-;
Armilla;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Armilla;Personas de etnia gitana;Nº de centros;-;
Armilla;Menores del sistema de protección;Nº de centros;-;
Armilla;TOTAL;Nº de centros;7;
Atarfe;Población general;Nº de centros;-;
Atarfe;Personas mayores;Nº de centros;3;
Atarfe;Mujeres;Nº de centros;1;
Atarfe;Personas con discapacidad;Nº de centros;-;
Atarfe;Personas con enfermedad mental;Nº de centros;1;
Atarfe;Personas con adicciones;Nº de centros;-;
Atarfe;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Atarfe;Personas de etnia gitana;Nº de centros;-;
Atarfe;Menores del sistema de protección;Nº de centros;-;
Atarfe;TOTAL;Nº de centros;5;
Baza;Población general;Nº de centros;1;
Baza;Personas mayores;Nº de centros;5;
Baza;Mujeres;Nº de centros;1;
Baza;Personas con discapacidad;Nº de centros;3;
Baza;Personas con enfermedad mental;Nº de centros;2;
Baza;Personas con adicciones;Nº de centros;1;
Baza;Personas en situación o riesgo de exclusión social;Nº de centros;2;
Baza;Personas de etnia gitana;Nº de centros;-;
Baza;Menores del sistema de protección;Nº de centros;-;
Baza;TOTAL;Nº de centros;15;
Benalúa;Población general;Nº de centros;1;
Benalúa;Personas mayores;Nº de centros;2;
Benalúa;Mujeres;Nº de centros;-;
Benalúa;Personas con discapacidad;Nº de centros;-;
Benalúa;Personas con enfermedad mental;Nº de centros;-;
Benalúa;Personas con adicciones;Nº de centros;-;
Benalúa;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Benalúa;Personas de etnia gitana;Nº de centros;-;
Benalúa;Menores del sistema de protección;Nº de centros;-;
Benalúa;TOTAL;Nº de centros;3;
Benalúa de las Villas;Población general;Nº de centros;-;
Benalúa de las Villas;Personas mayores;Nº de centros;1;
Benalúa de las Villas;Mujeres;Nº de centros;-;
Benalúa de las Villas;Personas con discapacidad;Nº de centros;-;
Benalúa de las Villas;Personas con enfermedad mental;Nº de centros;-;
Benalúa de las Villas;Personas con adicciones;Nº de centros;-;
Benalúa de las Villas;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Benalúa de las Villas;Personas de etnia gitana;Nº de centros;-;
Benalúa de las Villas;Menores del sistema de protección;Nº de centros;-;
Benalúa de las Villas;TOTAL;Nº de centros;1;
Benamaurel;Población general;Nº de centros;-;
Benamaurel;Personas mayores;Nº de centros;-;
Benamaurel;Mujeres;Nº de centros;-;
Benamaurel;Personas con discapacidad;Nº de centros;3;
Benamaurel;Personas con enfermedad mental;Nº de centros;-;
Benamaurel;Personas con adicciones;Nº de centros;-;
Benamaurel;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Benamaurel;Personas de etnia gitana;Nº de centros;-;
Benamaurel;Menores del sistema de protección;Nº de centros;-;
Benamaurel;TOTAL;Nº de centros;3;
Cájar;Población general;Nº de centros;-;
Cájar;Personas mayores;Nº de centros;3;
Cájar;Mujeres;Nº de centros;-;
Cájar;Personas con discapacidad;Nº de centros;-;
Cájar;Personas con enfermedad mental;Nº de centros;-;
Cájar;Personas con adicciones;Nº de centros;-;
Cájar;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Cájar;Personas de etnia gitana;Nº de centros;-;
Cájar;Menores del sistema de protección;Nº de centros;-;
Cájar;TOTAL;Nº de centros;3;
Calicasas;Población general;Nº de centros;-;
Calicasas;Personas mayores;Nº de centros;1;
Calicasas;Mujeres;Nº de centros;-;
Calicasas;Personas con discapacidad;Nº de centros;-;
Calicasas;Personas con enfermedad mental;Nº de centros;-;
Calicasas;Personas con adicciones;Nº de centros;-;
Calicasas;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Calicasas;Personas de etnia gitana;Nº de centros;-;
Calicasas;Menores del sistema de protección;Nº de centros;-;
Calicasas;TOTAL;Nº de centros;1;
Campotéjar;Población general;Nº de centros;-;
Campotéjar;Personas mayores;Nº de centros;3;
Campotéjar;Mujeres;Nº de centros;-;
Campotéjar;Personas con discapacidad;Nº de centros;-;
Campotéjar;Personas con enfermedad mental;Nº de centros;-;
Campotéjar;Personas con adicciones;Nº de centros;-;
Campotéjar;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Campotéjar;Personas de etnia gitana;Nº de centros;-;
Campotéjar;Menores del sistema de protección;Nº de centros;-;
Campotéjar;TOTAL;Nº de centros;3;
Caniles;Población general;Nº de centros;-;
Caniles;Personas mayores;Nº de centros;2;
Caniles;Mujeres;Nº de centros;-;
Caniles;Personas con discapacidad;Nº de centros;-;
Caniles;Personas con enfermedad mental;Nº de centros;-;
Caniles;Personas con adicciones;Nº de centros;-;
Caniles;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Caniles;Personas de etnia gitana;Nº de centros;-;
Caniles;Menores del sistema de protección;Nº de centros;-;
Caniles;TOTAL;Nº de centros;2;
Castril;Población general;Nº de centros;-;
Castril;Personas mayores;Nº de centros;3;
Castril;Mujeres;Nº de centros;-;
Castril;Personas con discapacidad;Nº de centros;-;
Castril;Personas con enfermedad mental;Nº de centros;-;
Castril;Personas con adicciones;Nº de centros;-;
Castril;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Castril;Personas de etnia gitana;Nº de centros;-;
Castril;Menores del sistema de protección;Nº de centros;-;
Castril;TOTAL;Nº de centros;3;
Cenes de la Vega;Población general;Nº de centros;-;
Cenes de la Vega;Personas mayores;Nº de centros;2;
Cenes de la Vega;Mujeres;Nº de centros;-;
Cenes de la Vega;Personas con discapacidad;Nº de centros;-;
Cenes de la Vega;Personas con enfermedad mental;Nº de centros;-;
Cenes de la Vega;Personas con adicciones;Nº de centros;1;
Cenes de la Vega;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Cenes de la Vega;Personas de etnia gitana;Nº de centros;-;
Cenes de la Vega;Menores del sistema de protección;Nº de centros;-;
Cenes de la Vega;TOTAL;Nº de centros;3;
Chauchina;Población general;Nº de centros;-;
Chauchina;Personas mayores;Nº de centros;2;
Chauchina;Mujeres;Nº de centros;-;
Chauchina;Personas con discapacidad;Nº de centros;-;
Chauchina;Personas con enfermedad mental;Nº de centros;-;
Chauchina;Personas con adicciones;Nº de centros;-;
Chauchina;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Chauchina;Personas de etnia gitana;Nº de centros;-;
Chauchina;Menores del sistema de protección;Nº de centros;-;
Chauchina;TOTAL;Nº de centros;2;
Churriana de la Vega;Población general;Nº de centros;-;
Churriana de la Vega;Personas mayores;Nº de centros;4;
Churriana de la Vega;Mujeres;Nº de centros;-;
Churriana de la Vega;Personas con discapacidad;Nº de centros;-;
Churriana de la Vega;Personas con enfermedad mental;Nº de centros;-;
Churriana de la Vega;Personas con adicciones;Nº de centros;-;
Churriana de la Vega;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Churriana de la Vega;Personas de etnia gitana;Nº de centros;-;
Churriana de la Vega;Menores del sistema de protección;Nº de centros;-;
Churriana de la Vega;TOTAL;Nº de centros;4;
Cijuela;Población general;Nº de centros;-;
Cijuela;Personas mayores;Nº de centros;2;
Cijuela;Mujeres;Nº de centros;-;
Cijuela;Personas con discapacidad;Nº de centros;-;
Cijuela;Personas con enfermedad mental;Nº de centros;-;
Cijuela;Personas con adicciones;Nº de centros;-;
Cijuela;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Cijuela;Personas de etnia gitana;Nº de centros;-;
Cijuela;Menores del sistema de protección;Nº de centros;-;
Cijuela;TOTAL;Nº de centros;2;
Cogollos de Guadix;Población general;Nº de centros;-;
