Territorio;Medida;Valor;
Maracena;Habitantes por farmacia;3195,714285714286;
Marchal;Número de farmacias;1;
Marchal;Habitantes por farmacia;430;
Moclín;Número de farmacias;3;
Moclín;Habitantes por farmacia;1179,3333333333333;
Molvízar;Número de farmacias;1;
Molvízar;Habitantes por farmacia;2768;
Monachil;Número de farmacias;4;
Monachil;Habitantes por farmacia;2147,75;
Montefrío;Número de farmacias;4;
Montefrío;Habitantes por farmacia;1320,5;
Montejícar;Número de farmacias;1;
Montejícar;Habitantes por farmacia;2030;
Montillana;Número de farmacias;1;
Montillana;Habitantes por farmacia;1058;
Moraleda de Zafayona;Número de farmacias;2;
Moraleda de Zafayona;Habitantes por farmacia;1570;
Morelábor;Número de farmacias;1;
Morelábor;Habitantes por farmacia;588;
Motril;Número de farmacias;24;
Motril;Habitantes por farmacia;2494,4583333333335;
Murtas;Número de farmacias;1;
Murtas;Habitantes por farmacia;442;
Nevada;Número de farmacias;1;
Nevada;Habitantes por farmacia;1099;
Nigüelas;Número de farmacias;1;
Nigüelas;Habitantes por farmacia;1234;
Nívar;Número de farmacias;1;
Nívar;Habitantes por farmacia;1069;
Ogíjares;Número de farmacias;5;
Ogíjares;Habitantes por farmacia;3009,4;
Orce;Número de farmacias;1;
Orce;Habitantes por farmacia;1146;
Órgiva;Número de farmacias;2;
Órgiva;Habitantes por farmacia;2873,5;
Otívar;Número de farmacias;1;
Otívar;Habitantes por farmacia;1049;
Padul;Número de farmacias;3;
Padul;Habitantes por farmacia;3178,6666666666665;
Pampaneira;Número de farmacias;1;
Pampaneira;Habitantes por farmacia;316;
Pedro Martínez;Número de farmacias;1;
Pedro Martínez;Habitantes por farmacia;1146;
Peligros;Número de farmacias;4;
Peligros;Habitantes por farmacia;2915,25;
Pinos Genil;Número de farmacias;1;
Pinos Genil;Habitantes por farmacia;1643;
Pinos Puente;Número de farmacias;5;
Pinos Puente;Habitantes por farmacia;1944,4;
Píñar;Número de farmacias;1;
Píñar;Habitantes por farmacia;1076;
Polícar;Número de farmacias;-;
Polícar;Habitantes por farmacia;-;
Polopos;Número de farmacias;1;
Polopos;Habitantes por farmacia;1671;
Pórtugos;Número de farmacias;1;
Pórtugos;Habitantes por farmacia;388;
Puebla de Don Fadrique;Número de farmacias;2;
Puebla de Don Fadrique;Habitantes por farmacia;1101,5;
Pulianas;Número de farmacias;2;
Pulianas;Habitantes por farmacia;2826,5;
Purullena;Número de farmacias;1;
Purullena;Habitantes por farmacia;2358;
Quéntar;Número de farmacias;1;
Quéntar;Habitantes por farmacia;949;
Rubite;Número de farmacias;-;
Rubite;Habitantes por farmacia;-;
Salar;Número de farmacias;1;
Salar;Habitantes por farmacia;2602;
Salobreña;Número de farmacias;8;
Salobreña;Habitantes por farmacia;1576;
Santa Cruz del Comercio;Número de farmacias;1;
Santa Cruz del Comercio;Habitantes por farmacia;512;
Santa Fe;Número de farmacias;6;
Santa Fe;Habitantes por farmacia;2550,1666666666665;
Soportújar;Número de farmacias;1;
Soportújar;Habitantes por farmacia;283;
Sorvilán;Número de farmacias;1;
Sorvilán;Habitantes por farmacia;510;
Torre-Cardela;Número de farmacias;1;
Torre-Cardela;Habitantes por farmacia;714;
Torrenueva Costa;Número de farmacias;1;
Torrenueva Costa;Habitantes por farmacia;3121;
Torvizcón;Número de farmacias;1;
Torvizcón;Habitantes por farmacia;620;
Trevélez;Número de farmacias;1;
Trevélez;Habitantes por farmacia;703;
Turón;Número de farmacias;1;
Turón;Habitantes por farmacia;215;
Ugíjar;Número de farmacias;1;
Ugíjar;Habitantes por farmacia;2572;
Valderrubio;Número de farmacias;1;
Valderrubio;Habitantes por farmacia;2078;
Valle del Zalabí;Número de farmacias;1;
Valle del Zalabí;Habitantes por farmacia;2118;
Válor;Número de farmacias;1;
Válor;Habitantes por farmacia;673;
Vegas del Genil;Número de farmacias;3;
Vegas del Genil;Habitantes por farmacia;4107,666666666667;
Vélez de Benaudalla;Número de farmacias;1;
Vélez de Benaudalla;Habitantes por farmacia;3041;
Ventas de Huelma;Número de farmacias;1;
Ventas de Huelma;Habitantes por farmacia;676;
Villa de Otura;Número de farmacias;2;
Villa de Otura;Habitantes por farmacia;3800;
Villamena;Número de farmacias;1;
Villamena;Habitantes por farmacia;1005;
Villanueva de las Torres;Número de farmacias;1;
Villanueva de las Torres;Habitantes por farmacia;520;
Villanueva Mesía;Número de farmacias;1;
Villanueva Mesía;Habitantes por farmacia;1980;
Víznar;Número de farmacias;1;
Víznar;Habitantes por farmacia;996;
Zafarraya;Número de farmacias;1;
Zafarraya;Habitantes por farmacia;2239;
Zagra;Número de farmacias;1;
Zagra;Habitantes por farmacia;890;
Zújar;Número de farmacias;1;
Zújar;Habitantes por farmacia;2623;
Huelva;Número de farmacias;251;
Huelva;Habitantes por farmacia;2134,398406374502;
Alájar;Número de farmacias;1;
Alájar;Habitantes por farmacia;792;
Aljaraque;Número de farmacias;6;
Aljaraque;Habitantes por farmacia;3750,8333333333335;
Almonaster la Real;Número de farmacias;1;
Almonaster la Real;Habitantes por farmacia;1753;
Almonte;Número de farmacias;11;
Almonte;Habitantes por farmacia;2302,4545454545455;
Alosno;Número de farmacias;2;
Alosno;Habitantes por farmacia;2005,5;
Aracena;Número de farmacias;3;
Aracena;Habitantes por farmacia;2809;
Aroche;Número de farmacias;1;
Aroche;Habitantes por farmacia;2995;
Arroyomolinos de León;Número de farmacias;1;
Arroyomolinos de León;Habitantes por farmacia;924;
Ayamonte;Número de farmacias;10;
Ayamonte;Habitantes por farmacia;2200,7;
Beas;Número de farmacias;2;
Beas;Habitantes por farmacia;2194;
Berrocal;Número de farmacias;1;
Berrocal;Habitantes por farmacia;288;
Bollullos Par del Condado;Número de farmacias;5;
Bollullos Par del Condado;Habitantes por farmacia;2886,6;
Bonares;Número de farmacias;2;
Bonares;Habitantes por farmacia;3096,5;
Cabezas Rubias;Número de farmacias;1;
Cabezas Rubias;Habitantes por farmacia;712;
Cala;Número de farmacias;1;
Cala;Habitantes por farmacia;1118;
Calañas;Número de farmacias;2;
Calañas;Habitantes por farmacia;1378,5;
Campofrío;Número de farmacias;1;
Campofrío;Habitantes por farmacia;727;
Cañaveral de León;Número de farmacias;1;
Cañaveral de León;Habitantes por farmacia;382;
Cartaya;Número de farmacias;7;
Cartaya;Habitantes por farmacia;3060,4285714285716;
Castaño del Robledo;Número de farmacias;1;
Castaño del Robledo;Habitantes por farmacia;226;
Chucena;Número de farmacias;1;
Chucena;Habitantes por farmacia;2317;
Corteconcepción;Número de farmacias;1;
Corteconcepción;Habitantes por farmacia;576;
Cortegana;Número de farmacias;3;
Cortegana;Habitantes por farmacia;1542;
Cortelazor;Número de farmacias;1;
Cortelazor;Habitantes por farmacia;313;
Cumbres de Enmedio;Número de farmacias;-;
Cumbres de Enmedio;Habitantes por farmacia;-;
Cumbres de San Bartolomé;Número de farmacias;1;
Cumbres de San Bartolomé;Habitantes por farmacia;359;
Cumbres Mayores;Número de farmacias;1;
Cumbres Mayores;Habitantes por farmacia;1732;
El Almendro;Número de farmacias;1;
El Almendro;Habitantes por farmacia;857;
El Campillo;Número de farmacias;1;
El Campillo;Habitantes por farmacia;2019;
El Cerro de Andévalo;Número de farmacias;1;
El Cerro de Andévalo;Habitantes por farmacia;2267;
El Granado;Número de farmacias;1;
El Granado;Habitantes por farmacia;494;
Encinasola;Número de farmacias;1;
Encinasola;Habitantes por farmacia;1294;
Escacena del Campo;Número de farmacias;1;
Escacena del Campo;Habitantes por farmacia;2315;
Fuenteheridos;Número de farmacias;1;
Fuenteheridos;Habitantes por farmacia;819;
Galaroza;Número de farmacias;1;
Galaroza;Habitantes por farmacia;1376;
Gibraleón;Número de farmacias;4;
Gibraleón;Habitantes por farmacia;3326,5;
Higuera de la Sierra;Número de farmacias;1;
Higuera de la Sierra;Habitantes por farmacia;1299;
Hinojales;Número de farmacias;1;
Hinojales;Habitantes por farmacia;326;
Hinojos;Número de farmacias;1;
Hinojos;Habitantes por farmacia;4111;
Huelva (capital);Número de farmacias;74;
Huelva (capital);Habitantes por farmacia;1939,5405405405406;
Isla Cristina;Número de farmacias;11;
Isla Cristina;Habitantes por farmacia;1969,4545454545455;
Jabugo;Número de farmacias;2;
Jabugo;Habitantes por farmacia;1099,5;
La Granada de Río-Tinto;Número de farmacias;1;
La Granada de Río-Tinto;Habitantes por farmacia;244;
La Nava;Número de farmacias;1;
La Nava;Habitantes por farmacia;258;
La Palma del Condado;Número de farmacias;3;
La Palma del Condado;Habitantes por farmacia;3570;
La Zarza-Perrunal;Número de farmacias;1;
La Zarza-Perrunal;Habitantes por farmacia;1191;
Lepe;Número de farmacias;11;
Lepe;Habitantes por farmacia;2671,090909090909;
Linares de la Sierra;Número de farmacias;1;
Linares de la Sierra;Habitantes por farmacia;275;
Los Marines;Número de farmacias;1;
Los Marines;Habitantes por farmacia;427;
Lucena del Puerto;Número de farmacias;1;
Lucena del Puerto;Habitantes por farmacia;3429;
Manzanilla;Número de farmacias;1;
Manzanilla;Habitantes por farmacia;2231;
Minas de Riotinto;Número de farmacias;2;
Minas de Riotinto;Habitantes por farmacia;1854,5;
Moguer;Número de farmacias;9;
Moguer;Habitantes por farmacia;2596,777777777778;
Nerva;Número de farmacias;3;
Nerva;Habitantes por farmacia;1689,3333333333333;
Niebla;Número de farmacias;2;
Niebla;Habitantes por farmacia;2153,5;
Palos de la Frontera;Número de farmacias;4;
Palos de la Frontera;Habitantes por farmacia;3225;
Paterna del Campo;Número de farmacias;1;
Paterna del Campo;Habitantes por farmacia;3428;
Paymogo;Número de farmacias;1;
Paymogo;Habitantes por farmacia;1187;
Puebla de Guzmán;Número de farmacias;2;
Puebla de Guzmán;Habitantes por farmacia;1565,5;
Puerto Moral;Número de farmacias;1;
Puerto Moral;Habitantes por farmacia;280;
Punta Umbría;Número de farmacias;7;
Punta Umbría;Habitantes por farmacia;2298,8571428571427;
Rociana del Condado;Número de farmacias;3;
Rociana del Condado;Habitantes por farmacia;2675;
Rosal de la Frontera;Número de farmacias;1;
Rosal de la Frontera;Habitantes por farmacia;1695;
San Bartolomé de la Torre;Número de farmacias;1;
San Bartolomé de la Torre;Habitantes por farmacia;3999;
San Juan del Puerto;Número de farmacias;2;
San Juan del Puerto;Habitantes por farmacia;4913;
San Silvestre de Guzmán;Número de farmacias;1;
San Silvestre de Guzmán;Habitantes por farmacia;642;
Sanlúcar de Guadiana;Número de farmacias;1;
Sanlúcar de Guadiana;Habitantes por farmacia;419;
Santa Ana la Real;Número de farmacias;1;
Santa Ana la Real;Habitantes por farmacia;476;
Santa Bárbara de Casa;Número de farmacias;1;
Santa Bárbara de Casa;Habitantes por farmacia;1149;
Santa Olalla del Cala;Número de farmacias;1;
Santa Olalla del Cala;Habitantes por farmacia;2061;
Trigueros;Número de farmacias;2;
Trigueros;Habitantes por farmacia;4065,5;
Valdelarco;Número de farmacias;1;
Valdelarco;Habitantes por farmacia;236;
Valverde del Camino;Número de farmacias;5;
Valverde del Camino;Habitantes por farmacia;2540,8;
Villablanca;Número de farmacias;1;
Villablanca;Habitantes por farmacia;2999;
Villalba del Alcor;Número de farmacias;1;
Villalba del Alcor;Habitantes por farmacia;3310;
Villanueva de las Cruces;Número de farmacias;1;
Villanueva de las Cruces;Habitantes por farmacia;379;
Villanueva de los Castillejos;Número de farmacias;1;
Villanueva de los Castillejos;Habitantes por farmacia;2962;
Villarrasa;Número de farmacias;1;
Villarrasa;Habitantes por farmacia;2144;
Zalamea la Real;Número de farmacias;2;
Zalamea la Real;Habitantes por farmacia;1488,5;
Zufre;Número de farmacias;1;
Zufre;Habitantes por farmacia;736;
Jaén;Número de farmacias;309;
Jaén;Habitantes por farmacia;2003,4142394822006;
Albanchez de Mágina;Número de farmacias;1;
Albanchez de Mágina;Habitantes por farmacia;929;
Alcalá la Real;Número de farmacias;10;
Alcalá la Real;Habitantes por farmacia;2161;
Alcaudete;Número de farmacias;6;
Alcaudete;Habitantes por farmacia;1714,3333333333333;
Aldeaquemada;Número de farmacias;1;
Aldeaquemada;Habitantes por farmacia;453;
Andújar;Número de farmacias;15;
Andújar;Habitantes por farmacia;2382,4666666666667;
Arjona;Número de farmacias;3;
Arjona;Habitantes por farmacia;1791,3333333333333;
Arjonilla;Número de farmacias;2;
Arjonilla;Habitantes por farmacia;1765;
Arquillos;Número de farmacias;1;
Arquillos;Habitantes por farmacia;1685;
Arroyo del Ojanco;Número de farmacias;1;
Arroyo del Ojanco;Habitantes por farmacia;2183;
Baeza;Número de farmacias;6;
Baeza;Habitantes por farmacia;2613,1666666666665;
Bailén;Número de farmacias;7;
Bailén;Habitantes por farmacia;2466;
Baños de la Encina;Número de farmacias;1;
Baños de la Encina;Habitantes por farmacia;2565;
Beas de Segura;Número de farmacias;3;
Beas de Segura;Habitantes por farmacia;1658;
Bedmar y Garcíez;Número de farmacias;3;
Bedmar y Garcíez;Habitantes por farmacia;857;
Begíjar;Número de farmacias;1;
Begíjar;Habitantes por farmacia;2947;
Bélmez de la Moraleda;Número de farmacias;1;
Bélmez de la Moraleda;Habitantes por farmacia;1509;
Benatae;Número de farmacias;1;
Benatae;Habitantes por farmacia;428;
Cabra del Santo Cristo;Número de farmacias;1;
Cabra del Santo Cristo;Habitantes por farmacia;1649;
Cambil;Número de farmacias;2;
Cambil;Habitantes por farmacia;1315,5;
Campillo de Arenas;Número de farmacias;1;
Campillo de Arenas;Habitantes por farmacia;1702;
Canena;Número de farmacias;1;
Canena;Habitantes por farmacia;1754;
Carboneros;Número de farmacias;1;
Carboneros;Habitantes por farmacia;593;
Cárcheles;Número de farmacias;1;
Cárcheles;Habitantes por farmacia;1289;
Castellar;Número de farmacias;3;
Castellar;Habitantes por farmacia;1051,3333333333333;
Castillo de Locubín;Número de farmacias;4;
Castillo de Locubín;Habitantes por farmacia;963,25;
Cazalilla;Número de farmacias;1;
Cazalilla;Habitantes por farmacia;773;
Cazorla;Número de farmacias;3;
Cazorla;Habitantes por farmacia;2334,6666666666665;
Chiclana de Segura;Número de farmacias;1;
Chiclana de Segura;Habitantes por farmacia;881;
Chilluévar;Número de farmacias;1;
Chilluévar;Habitantes por farmacia;1321;
Escañuela;Número de farmacias;1;
Escañuela;Habitantes por farmacia;902;
Espeluy;Número de farmacias;1;
Espeluy;Habitantes por farmacia;592;
Frailes;Número de farmacias;1;
Frailes;Habitantes por farmacia;1551;
Fuensanta de Martos;Número de farmacias;1;
Fuensanta de Martos;Habitantes por farmacia;3014;
Fuerte del Rey;Número de farmacias;1;
Fuerte del Rey;Habitantes por farmacia;1341;
Génave;Número de farmacias;1;
Génave;Habitantes por farmacia;551;
Guarromán;Número de farmacias;1;
Guarromán;Habitantes por farmacia;2758;
Higuera de Calatrava;Número de farmacias;1;
Higuera de Calatrava;Habitantes por farmacia;590;
Hinojares;Número de farmacias;1;
Hinojares;Habitantes por farmacia;349;
Hornos;Número de farmacias;1;
Hornos;Habitantes por farmacia;579;
Huelma;Número de farmacias;2;
Huelma;Habitantes por farmacia;2760,5;
Huesa;Número de farmacias;1;
Huesa;Habitantes por farmacia;2417;
Ibros;Número de farmacias;2;
Ibros;Habitantes por farmacia;1383,5;
Iznatoraf;Número de farmacias;1;
Iznatoraf;Habitantes por farmacia;880;
Jabalquinto;Número de farmacias;1;
Jabalquinto;Habitantes por farmacia;1964;
Jaén (capital);Número de farmacias;56;
Jaén (capital);Habitantes por farmacia;1999,017857142857;
Jamilena;Número de farmacias;1;
Jamilena;Habitantes por farmacia;3300;
Jimena;Número de farmacias;1;
Jimena;Habitantes por farmacia;1240;
Jódar;Número de farmacias;4;
Jódar;Habitantes por farmacia;2840,5;
La Carolina;Número de farmacias;6;
La Carolina;Habitantes por farmacia;2451,5;
La Guardia de Jaén;Número de farmacias;2;
La Guardia de Jaén;Habitantes por farmacia;2622;
La Iruela;Número de farmacias;3;
La Iruela;Habitantes por farmacia;620,3333333333334;
La Puerta de Segura;Número de farmacias;1;
La Puerta de Segura;Habitantes por farmacia;2245;
Lahiguera;Número de farmacias;1;
Lahiguera;Habitantes por farmacia;1589;
Larva;Número de farmacias;1;
Larva;Habitantes por farmacia;440;
Linares;Número de farmacias;27;
Linares;Habitantes por farmacia;2048,259259259259;
Lopera;Número de farmacias;1;
Lopera;Habitantes por farmacia;3539;
Los Villares;Número de farmacias;2;
Los Villares;Habitantes por farmacia;3041,5;
Lupión;Número de farmacias;1;
Lupión;Habitantes por farmacia;804;
Mancha Real;Número de farmacias;4;
Mancha Real;Habitantes por farmacia;2845,5;
Marmolejo;Número de farmacias;3;
Marmolejo;Habitantes por farmacia;2173,6666666666665;
Martos;Número de farmacias;10;
Martos;Habitantes por farmacia;2442,3;
Mengíbar;Número de farmacias;5;
Mengíbar;Habitantes por farmacia;2007;
Montizón;Número de farmacias;1;
Montizón;Habitantes por farmacia;1595;
Navas de San Juan;Número de farmacias;2;
Navas de San Juan;Habitantes por farmacia;2209,5;
Noalejo;Número de farmacias;2;
Noalejo;Habitantes por farmacia;897,5;
Orcera;Número de farmacias;1;
Orcera;Habitantes por farmacia;1715;
Peal de Becerro;Número de farmacias;2;
Peal de Becerro;Habitantes por farmacia;2636;
Pegalajar;Número de farmacias;2;
Pegalajar;Habitantes por farmacia;1416;
Porcuna;Número de farmacias;3;
Porcuna;Habitantes por farmacia;1966,6666666666667;
Pozo Alcón;Número de farmacias;2;
Pozo Alcón;Habitantes por farmacia;2291,5;
Puente de Génave;Número de farmacias;1;
Puente de Génave;Habitantes por farmacia;2180;
Quesada;Número de farmacias;2;
Quesada;Habitantes por farmacia;2475;
Rus;Número de farmacias;2;
Rus;Habitantes por farmacia;1706;
Sabiote;Número de farmacias;2;
Sabiote;Habitantes por farmacia;1890;
Santa Elena;Número de farmacias;1;
Santa Elena;Habitantes por farmacia;868;
Santiago de Calatrava;Número de farmacias;1;
Santiago de Calatrava;Habitantes por farmacia;672;
Santiago-Pontones;Número de farmacias;3;
Santiago-Pontones;Habitantes por farmacia;900;
Santisteban del Puerto;Número de farmacias;2;
Santisteban del Puerto;Habitantes por farmacia;2227,5;
Santo Tomé;Número de farmacias;1;
Santo Tomé;Habitantes por farmacia;2071;
Segura de la Sierra;Número de farmacias;1;
Segura de la Sierra;Habitantes por farmacia;1685;
Siles;Número de farmacias;1;
Siles;Habitantes por farmacia;2108;
Sorihuela del Guadalimar;Número de farmacias;1;
Sorihuela del Guadalimar;Habitantes por farmacia;1036;
Torreblascopedro;Número de farmacias;1;
Torreblascopedro;Habitantes por farmacia;2404;
Torredelcampo;Número de farmacias;5;
Torredelcampo;Habitantes por farmacia;2787,4;
Torredonjimeno;Número de farmacias;5;
Torredonjimeno;Habitantes por farmacia;2651,6;
Torreperogil;Número de farmacias;3;
Torreperogil;Habitantes por farmacia;2371,6666666666665;
Torres;Número de farmacias;1;
Torres;Habitantes por farmacia;1348;
Torres de Albánchez;Número de farmacias;1;
Torres de Albánchez;Habitantes por farmacia;743;
Úbeda;Número de farmacias;12;
Úbeda;Habitantes por farmacia;2805,4166666666665;
Valdepeñas de Jaén;Número de farmacias;2;
Valdepeñas de Jaén;Habitantes por farmacia;1777;
Vilches;Número de farmacias;2;
Vilches;Habitantes por farmacia;2106,5;
Villacarrillo;Número de farmacias;5;
Villacarrillo;Habitantes por farmacia;2065,8;
Villanueva de la Reina;Número de farmacias;2;
Villanueva de la Reina;Habitantes por farmacia;1482,5;
Villanueva del Arzobispo;Número de farmacias;5;
Villanueva del Arzobispo;Habitantes por farmacia;1555,8;
Villardompardo;Número de farmacias;1;
Villardompardo;Habitantes por farmacia;924;
Villarrodrigo;Número de farmacias;1;
Villarrodrigo;Habitantes por farmacia;394;
Villatorres;Número de farmacias;1;
Villatorres;Habitantes por farmacia;4272;
Málaga;Número de farmacias;680;
Málaga;Habitantes por farmacia;2609,8544117647057;
Alameda;Número de farmacias;2;
Alameda;Habitantes por farmacia;2719,5;
Alcaucín;Número de farmacias;1;
Alcaucín;Habitantes por farmacia;2691;
Alfarnate;Número de farmacias;1;
Alfarnate;Habitantes por farmacia;1045;
Alfarnatejo;Número de farmacias;1;
Alfarnatejo;Habitantes por farmacia;371;
Algarrobo;Número de farmacias;3;
Algarrobo;Habitantes por farmacia;2299,3333333333335;
Algatocín;Número de farmacias;1;
Algatocín;Habitantes por farmacia;838;
Alhaurín de la Torre;Número de farmacias;11;
Alhaurín de la Torre;Habitantes por farmacia;4052;
Alhaurín el Grande;Número de farmacias;8;
Alhaurín el Grande;Habitantes por farmacia;3442,5;
Almáchar;Número de farmacias;1;
Almáchar;Habitantes por farmacia;1921;
Almargen;Número de farmacias;1;
Almargen;Habitantes por farmacia;1931;
Almogía;Número de farmacias;1;
Almogía;Habitantes por farmacia;4142;
Álora;Número de farmacias;6;
Álora;Habitantes por farmacia;2254;
Alozaina;Número de farmacias;1;
Alozaina;Habitantes por farmacia;2127;
Alpandeire;Número de farmacias;1;
Alpandeire;Habitantes por farmacia;254;
Antequera;Número de farmacias;18;
Antequera;Habitantes por farmacia;2309,8888888888887;
Árchez;Número de farmacias;1;
Árchez;Habitantes por farmacia;416;
Archidona;Número de farmacias;5;
Archidona;Habitantes por farmacia;1604;
Ardales;Número de farmacias;1;
Ardales;Habitantes por farmacia;2512;
Arenas;Número de farmacias;1;
Arenas;Habitantes por farmacia;1295;
Arriate;Número de farmacias;1;
Arriate;Habitantes por farmacia;4084;
Atajate;Número de farmacias;1;
Atajate;Habitantes por farmacia;196;
Benadalid;Número de farmacias;1;
Benadalid;Habitantes por farmacia;232;
Benahavís;Número de farmacias;2;
Benahavís;Habitantes por farmacia;4628;
Benalauría;Número de farmacias;1;
Benalauría;Habitantes por farmacia;464;
Benalmádena;Número de farmacias;24;
Benalmádena;Habitantes por farmacia;3250,4583333333335;
Benamargosa;Número de farmacias;1;
Benamargosa;Habitantes por farmacia;1546;
Benamocarra;Número de farmacias;1;
Benamocarra;Habitantes por farmacia;3108;
Benaoján;Número de farmacias;1;
Benaoján;Habitantes por farmacia;1433;
Benarrabá;Número de farmacias;1;
Benarrabá;Habitantes por farmacia;466;
Campillos;Número de farmacias;3;
Campillos;Habitantes por farmacia;2830,3333333333335;
Canillas de Aceituno;Número de farmacias;1;
Canillas de Aceituno;Habitantes por farmacia;1761;
Canillas de Albaida;Número de farmacias;1;
Canillas de Albaida;Habitantes por farmacia;813;
Cañete la Real;Número de farmacias;1;
Cañete la Real;Habitantes por farmacia;1590;
Carratraca;Número de farmacias;1;
Carratraca;Habitantes por farmacia;782;
Cartajima;Número de farmacias;1;
Cartajima;Habitantes por farmacia;229;
Cártama;Número de farmacias;7;
Cártama;Habitantes por farmacia;4121,285714285715;
Casabermeja;Número de farmacias;1;
Casabermeja;Habitantes por farmacia;4074;
Casarabonela;Número de farmacias;1;
Casarabonela;Habitantes por farmacia;2781;
Casares;Número de farmacias;2;
Casares;Habitantes por farmacia;4264;
Coín;Número de farmacias;8;
Coín;Habitantes por farmacia;3220,375;
Colmenar;Número de farmacias;1;
Colmenar;Habitantes por farmacia;3545;
Comares;Número de farmacias;1;
Comares;Habitantes por farmacia;1340;
Cómpeta;Número de farmacias;2;
Cómpeta;Habitantes por farmacia;1811,5;
Cortes de la Frontera;Número de farmacias;2;
Cortes de la Frontera;Habitantes por farmacia;1516;
Cuevas Bajas;Número de farmacias;1;
Cuevas Bajas;Habitantes por farmacia;1341;
Cuevas de San Marcos;Número de farmacias;1;
Cuevas de San Marcos;Habitantes por farmacia;3627;
Cuevas del Becerro;Número de farmacias;1;
Cuevas del Becerro;Habitantes por farmacia;1601;
Cútar;Número de farmacias;1;
Cútar;Habitantes por farmacia;589;
El Borge;Número de farmacias;1;
El Borge;Habitantes por farmacia;940;
El Burgo;Número de farmacias;1;
El Burgo;Habitantes por farmacia;1756;
Estepona;Número de farmacias;23;
Estepona;Habitantes por farmacia;3416,9565217391305;
Faraján;Número de farmacias;1;
Faraján;Habitantes por farmacia;284;
Frigiliana;Número de farmacias;1;
Frigiliana;Habitantes por farmacia;3392;
Fuengirola;Número de farmacias;23;
Fuengirola;Habitantes por farmacia;3723,7391304347825;
Fuente de Piedra;Número de farmacias;1;
Fuente de Piedra;Habitantes por farmacia;2973;
Gaucín;Número de farmacias;1;
Gaucín;Habitantes por farmacia;1592;
Genalguacil;Número de farmacias;1;
Genalguacil;Habitantes por farmacia;404;
Guaro;Número de farmacias;1;
Guaro;Habitantes por farmacia;2486;
Humilladero;Número de farmacias;1;
Humilladero;Habitantes por farmacia;3366;
Igualeja;Número de farmacias;1;
Igualeja;Habitantes por farmacia;777;
Istán;Número de farmacias;1;
Istán;Habitantes por farmacia;1637;
Iznate;Número de farmacias;1;
Iznate;Habitantes por farmacia;951;
Jimera de Líbar;Número de farmacias;1;
Jimera de Líbar;Habitantes por farmacia;399;
Jubrique;Número de farmacias;1;
Jubrique;Habitantes por farmacia;586;
Júzcar;Número de farmacias;1;
Júzcar;Habitantes por farmacia;228;
Macharaviaya;Número de farmacias;1;
Macharaviaya;Habitantes por farmacia;508;
Málaga (capital);Número de farmacias;273;
Málaga (capital);Habitantes por farmacia;2169,7655677655675;
Manilva;Número de farmacias;4;
Manilva;Habitantes por farmacia;4495;
Marbella;Número de farmacias;46;
Marbella;Habitantes por farmacia;3457,695652173913;
Mijas;Número de farmacias;27;
Mijas;Habitantes por farmacia;3415,222222222222;
Moclinejo;Número de farmacias;1;
Moclinejo;Habitantes por farmacia;1239;
Mollina;Número de farmacias;2;
Mollina;Habitantes por farmacia;2733,5;
Monda;Número de farmacias;1;
Monda;Habitantes por farmacia;3015;
Montecorto;Número de farmacias;1;
Montecorto;Habitantes por farmacia;599;
Montejaque;Número de farmacias;1;
Montejaque;Habitantes por farmacia;952;
Nerja;Número de farmacias;10;
Nerja;Habitantes por farmacia;2207,8;
Ojén;Número de farmacias;1;
Ojén;Habitantes por farmacia;4721;
Parauta;Número de farmacias;-;
Parauta;Habitantes por farmacia;-;
Periana;Número de farmacias;1;
Periana;Habitantes por farmacia;3389;
Pizarra;Número de farmacias;4;
Pizarra;Habitantes por farmacia;2546,75;
Pujerra;Número de farmacias;1;
Pujerra;Habitantes por farmacia;291;
Rincón de la Victoria;Número de farmacias;15;
Rincón de la Victoria;Habitantes por farmacia;3469,5333333333333;
Riogordo;Número de farmacias;1;
Riogordo;Habitantes por farmacia;2795;
Ronda;Número de farmacias;14;
Ronda;Habitantes por farmacia;2394,285714285714;
Salares;Número de farmacias;1;
Salares;Habitantes por farmacia;204;
Sayalonga;Número de farmacias;1;
Sayalonga;Habitantes por farmacia;1624;
Sedella;Número de farmacias;1;
Sedella;Habitantes por farmacia;606;
Serrato;Número de farmacias;-;
Serrato;Habitantes por farmacia;-;
Sierra de Yeguas;Número de farmacias;1;
Sierra de Yeguas;Habitantes por farmacia;3457;
Teba;Número de farmacias;2;
Teba;Habitantes por farmacia;1851,5;
Tolox;Número de farmacias;1;
Tolox;Habitantes por farmacia;2394;
Torremolinos;Número de farmacias;29;
Torremolinos;Habitantes por farmacia;2445,5172413793102;
Torrox;Número de farmacias;5;
Torrox;Habitantes por farmacia;4281,2;
Totalán;Número de farmacias;1;
Totalán;Habitantes por farmacia;778;
Valle de Abdalajís;Número de farmacias;1;
Valle de Abdalajís;Habitantes por farmacia;2461;
Vélez-Málaga;Número de farmacias;27;
Vélez-Málaga;Habitantes por farmacia;3233,3333333333335;
Villanueva de Algaidas;Número de farmacias;2;
Villanueva de Algaidas;Habitantes por farmacia;2033;
Villanueva de la Concepción;Número de farmacias;1;
Villanueva de la Concepción;Habitantes por farmacia;3277;
Villanueva de Tapia;Número de farmacias;1;
Villanueva de Tapia;Habitantes por farmacia;1393;
Villanueva del Rosario;Número de farmacias;1;
Villanueva del Rosario;Habitantes por farmacia;3398;
