Territorio;Medida;Valor;
Soportújar;Nº de bienes inmuebles;1;
Sorvilán;Renta media (€/m2 mes);*;
Sorvilán;Cuantía media arrendamiento (€/mes);*;
Sorvilán;Superficie construida media (m2);*;
Sorvilán;Nº de bienes inmuebles;1;
Torre-Cardela;Renta media (€/m2 mes);*;
Torre-Cardela;Cuantía media arrendamiento (€/mes);*;
Torre-Cardela;Superficie construida media (m2);*;
Torre-Cardela;Nº de bienes inmuebles;3;
Torrenueva Costa;Renta media (€/m2 mes);*;
Torrenueva Costa;Cuantía media arrendamiento (€/mes);*;
Torrenueva Costa;Superficie construida media (m2);*;
Torrenueva Costa;Nº de bienes inmuebles;9;
Torvizcón;Renta media (€/m2 mes);*;
Torvizcón;Cuantía media arrendamiento (€/mes);*;
Torvizcón;Superficie construida media (m2);*;
Torvizcón;Nº de bienes inmuebles;4;
Trevélez;Renta media (€/m2 mes);*;
Trevélez;Cuantía media arrendamiento (€/mes);*;
Trevélez;Superficie construida media (m2);*;
Trevélez;Nº de bienes inmuebles;3;
Ugíjar;Renta media (€/m2 mes);1,984732824;
Ugíjar;Cuantía media arrendamiento (€/mes);250;
Ugíjar;Superficie construida media (m2);193;
Ugíjar;Nº de bienes inmuebles;11;
Valderrubio;Renta media (€/m2 mes);*;
Valderrubio;Cuantía media arrendamiento (€/mes);*;
Valderrubio;Superficie construida media (m2);*;
Valderrubio;Nº de bienes inmuebles;8;
Valle del Zalabí;Renta media (€/m2 mes);*;
Valle del Zalabí;Cuantía media arrendamiento (€/mes);*;
Valle del Zalabí;Superficie construida media (m2);*;
Valle del Zalabí;Nº de bienes inmuebles;9;
Válor;Renta media (€/m2 mes);*;
Válor;Cuantía media arrendamiento (€/mes);*;
Válor;Superficie construida media (m2);*;
Válor;Nº de bienes inmuebles;3;
Vegas del Genil;Renta media (€/m2 mes);4,203539823;
Vegas del Genil;Cuantía media arrendamiento (€/mes);500;
Vegas del Genil;Superficie construida media (m2);180;
Vegas del Genil;Nº de bienes inmuebles;151;
Vélez de Benaudalla;Renta media (€/m2 mes);2,777777778;
Vélez de Benaudalla;Cuantía media arrendamiento (€/mes);300;
Vélez de Benaudalla;Superficie construida media (m2);147,5;
Vélez de Benaudalla;Nº de bienes inmuebles;16;
Ventas de Huelma;Renta media (€/m2 mes);4,357679571;
Ventas de Huelma;Cuantía media arrendamiento (€/mes);409,790924991;
Ventas de Huelma;Superficie construida media (m2);168;
Ventas de Huelma;Nº de bienes inmuebles;10;
Villa de Otura;Renta media (€/m2 mes);5,263157895;
Villa de Otura;Cuantía media arrendamiento (€/mes);775;
Villa de Otura;Superficie construida media (m2);166;
Villa de Otura;Nº de bienes inmuebles;85;
Villamena;Renta media (€/m2 mes);*;
Villamena;Cuantía media arrendamiento (€/mes);*;
Villamena;Superficie construida media (m2);*;
Villamena;Nº de bienes inmuebles;6;
Villanueva de las Torres;Renta media (€/m2 mes);*;
Villanueva de las Torres;Cuantía media arrendamiento (€/mes);*;
Villanueva de las Torres;Superficie construida media (m2);*;
Villanueva de las Torres;Nº de bienes inmuebles;1;
Villanueva Mesía;Renta media (€/m2 mes);*;
Villanueva Mesía;Cuantía media arrendamiento (€/mes);*;
Villanueva Mesía;Superficie construida media (m2);*;
Villanueva Mesía;Nº de bienes inmuebles;4;
Víznar;Renta media (€/m2 mes);3,639808536;
Víznar;Cuantía media arrendamiento (€/mes);408;
Víznar;Superficie construida media (m2);147;
Víznar;Nº de bienes inmuebles;39;
Zafarraya;Renta media (€/m2 mes);2,857142857;
Zafarraya;Cuantía media arrendamiento (€/mes);300;
Zafarraya;Superficie construida media (m2);153;
Zafarraya;Nº de bienes inmuebles;19;
Zagra;Renta media (€/m2 mes);*;
Zagra;Cuantía media arrendamiento (€/mes);*;
Zagra;Superficie construida media (m2);*;
Zagra;Nº de bienes inmuebles;4;
Zújar;Renta media (€/m2 mes);2,162101634;
Zújar;Cuantía media arrendamiento (€/mes);299,240654206;
Zújar;Superficie construida media (m2);187,5;
Zújar;Nº de bienes inmuebles;14;
Huelva;Renta media (€/m2 mes);3,947368421;
Huelva;Cuantía media arrendamiento (€/mes);400;
Huelva;Superficie construida media (m2);120;
Huelva;Nº de bienes inmuebles;2650;
Alájar;Renta media (€/m2 mes);*;
Alájar;Cuantía media arrendamiento (€/mes);*;
Alájar;Superficie construida media (m2);*;
Alájar;Nº de bienes inmuebles;4;
Aljaraque;Renta media (€/m2 mes);5,486477725;
Aljaraque;Cuantía media arrendamiento (€/mes);607,486187845;
Aljaraque;Superficie construida media (m2);123;
Aljaraque;Nº de bienes inmuebles;216;
Almonaster la Real;Renta media (€/m2 mes);3,436352657;
Almonaster la Real;Cuantía media arrendamiento (€/mes);375,51510989;
Almonaster la Real;Superficie construida media (m2);154,5;
Almonaster la Real;Nº de bienes inmuebles;20;
Almonte;Renta media (€/m2 mes);4,377401897;
Almonte;Cuantía media arrendamiento (€/mes);407,666666667;
Almonte;Superficie construida media (m2);127,5;
Almonte;Nº de bienes inmuebles;160;
Alosno;Renta media (€/m2 mes);3,233318193;
Alosno;Cuantía media arrendamiento (€/mes);300,0150015;
Alosno;Superficie construida media (m2);91,5;
Alosno;Nº de bienes inmuebles;22;
Aracena;Renta media (€/m2 mes);3,70003667;
Aracena;Cuantía media arrendamiento (€/mes);416,25;
Aracena;Superficie construida media (m2);133,5;
Aracena;Nº de bienes inmuebles;172;
Aroche;Renta media (€/m2 mes);2,637926769;
Aroche;Cuantía media arrendamiento (€/mes);250;
Aroche;Superficie construida media (m2);100;
Aroche;Nº de bienes inmuebles;19;
Arroyomolinos de León;Renta media (€/m2 mes);*;
Arroyomolinos de León;Cuantía media arrendamiento (€/mes);*;
Arroyomolinos de León;Superficie construida media (m2);*;
Arroyomolinos de León;Nº de bienes inmuebles;6;
Ayamonte;Renta media (€/m2 mes);4,469413233;
Ayamonte;Cuantía media arrendamiento (€/mes);406;
Ayamonte;Superficie construida media (m2);115;
Ayamonte;Nº de bienes inmuebles;125;
Beas;Renta media (€/m2 mes);2,717391304;
Beas;Cuantía media arrendamiento (€/mes);300;
Beas;Superficie construida media (m2);175;
Beas;Nº de bienes inmuebles;27;
Bollullos Par del Condado;Renta media (€/m2 mes);3,031149598;
Bollullos Par del Condado;Cuantía media arrendamiento (€/mes);330,576347305;
Bollullos Par del Condado;Superficie construida media (m2);130;
Bollullos Par del Condado;Nº de bienes inmuebles;55;
Bonares;Renta media (€/m2 mes);3,630145582;
Bonares;Cuantía media arrendamiento (€/mes);347,509907709;
Bonares;Superficie construida media (m2);155;
Bonares;Nº de bienes inmuebles;46;
Cabezas Rubias;Renta media (€/m2 mes);*;
Cabezas Rubias;Cuantía media arrendamiento (€/mes);*;
Cabezas Rubias;Superficie construida media (m2);*;
Cabezas Rubias;Nº de bienes inmuebles;1;
Cala;Renta media (€/m2 mes);*;
Cala;Cuantía media arrendamiento (€/mes);*;
Cala;Superficie construida media (m2);*;
Cala;Nº de bienes inmuebles;9;
Calañas;Renta media (€/m2 mes);*;
Calañas;Cuantía media arrendamiento (€/mes);*;
Calañas;Superficie construida media (m2);*;
Calañas;Nº de bienes inmuebles;9;
Campofrío;Renta media (€/m2 mes);*;
Campofrío;Cuantía media arrendamiento (€/mes);*;
Campofrío;Superficie construida media (m2);*;
Campofrío;Nº de bienes inmuebles;6;
Cañaveral de León;Renta media (€/m2 mes);*;
Cañaveral de León;Cuantía media arrendamiento (€/mes);*;
Cañaveral de León;Superficie construida media (m2);*;
Cañaveral de León;Nº de bienes inmuebles;3;
Cartaya;Renta media (€/m2 mes);4,342105263;
Cartaya;Cuantía media arrendamiento (€/mes);449,440298507;
Cartaya;Superficie construida media (m2);114;
Cartaya;Nº de bienes inmuebles;135;
Castaño del Robledo;Renta media (€/m2 mes);*;
Castaño del Robledo;Cuantía media arrendamiento (€/mes);*;
Castaño del Robledo;Superficie construida media (m2);*;
Castaño del Robledo;Nº de bienes inmuebles;1;
Chucena;Renta media (€/m2 mes);*;
Chucena;Cuantía media arrendamiento (€/mes);*;
Chucena;Superficie construida media (m2);*;
Chucena;Nº de bienes inmuebles;8;
Corteconcepción;Renta media (€/m2 mes);3,1075028;
Corteconcepción;Cuantía media arrendamiento (€/mes);349,260778128;
Corteconcepción;Superficie construida media (m2);144;
Corteconcepción;Nº de bienes inmuebles;10;
Cortegana;Renta media (€/m2 mes);2,916666667;
Cortegana;Cuantía media arrendamiento (€/mes);300;
Cortegana;Superficie construida media (m2);129;
Cortegana;Nº de bienes inmuebles;43;
Cumbres de San Bartolomé;Renta media (€/m2 mes);*;
Cumbres de San Bartolomé;Cuantía media arrendamiento (€/mes);*;
Cumbres de San Bartolomé;Superficie construida media (m2);*;
Cumbres de San Bartolomé;Nº de bienes inmuebles;1;
Cumbres Mayores;Renta media (€/m2 mes);*;
Cumbres Mayores;Cuantía media arrendamiento (€/mes);*;
Cumbres Mayores;Superficie construida media (m2);*;
Cumbres Mayores;Nº de bienes inmuebles;5;
El Almendro;Renta media (€/m2 mes);*;
El Almendro;Cuantía media arrendamiento (€/mes);*;
El Almendro;Superficie construida media (m2);*;
El Almendro;Nº de bienes inmuebles;3;
El Campillo;Renta media (€/m2 mes);*;
El Campillo;Cuantía media arrendamiento (€/mes);*;
El Campillo;Superficie construida media (m2);*;
El Campillo;Nº de bienes inmuebles;6;
El Cerro de Andévalo;Renta media (€/m2 mes);3,324822992;
El Cerro de Andévalo;Cuantía media arrendamiento (€/mes);375;
El Cerro de Andévalo;Superficie construida media (m2);148,5;
El Cerro de Andévalo;Nº de bienes inmuebles;10;
Encinasola;Renta media (€/m2 mes);*;
Encinasola;Cuantía media arrendamiento (€/mes);*;
Encinasola;Superficie construida media (m2);*;
Encinasola;Nº de bienes inmuebles;1;
Escacena del Campo;Renta media (€/m2 mes);*;
Escacena del Campo;Cuantía media arrendamiento (€/mes);*;
Escacena del Campo;Superficie construida media (m2);*;
Escacena del Campo;Nº de bienes inmuebles;9;
Fuenteheridos;Renta media (€/m2 mes);3,20025719;
Fuenteheridos;Cuantía media arrendamiento (€/mes);400;
Fuenteheridos;Superficie construida media (m2);149,5;
Fuenteheridos;Nº de bienes inmuebles;22;
Galaroza;Renta media (€/m2 mes);2,475490196;
Galaroza;Cuantía media arrendamiento (€/mes);286,277173913;
Galaroza;Superficie construida media (m2);169,5;
Galaroza;Nº de bienes inmuebles;20;
Gibraleón;Renta media (€/m2 mes);3,574035216;
Gibraleón;Cuantía media arrendamiento (€/mes);373,724101828;
Gibraleón;Superficie construida media (m2);129,5;
Gibraleón;Nº de bienes inmuebles;70;
Higuera de la Sierra;Renta media (€/m2 mes);3,529338843;
Higuera de la Sierra;Cuantía media arrendamiento (€/mes);350;
Higuera de la Sierra;Superficie construida media (m2);110;
Higuera de la Sierra;Nº de bienes inmuebles;23;
Hinojos;Renta media (€/m2 mes);3,216005503;
Hinojos;Cuantía media arrendamiento (€/mes);350;
Hinojos;Superficie construida media (m2);113,5;
Hinojos;Nº de bienes inmuebles;20;
Huelva (capital);Renta media (€/m2 mes);5,338983051;
Huelva (capital);Cuantía media arrendamiento (€/mes);484,166666667;
Huelva (capital);Superficie construida media (m2);121;
Huelva (capital);Nº de bienes inmuebles;83;
Isla Cristina;Renta media (€/m2 mes);4,764515455;
Isla Cristina;Cuantía media arrendamiento (€/mes);400;
Isla Cristina;Superficie construida media (m2);92;
Isla Cristina;Nº de bienes inmuebles;133;
Jabugo;Renta media (€/m2 mes);3,262657323;
Jabugo;Cuantía media arrendamiento (€/mes);300;
Jabugo;Superficie construida media (m2);122;
Jabugo;Nº de bienes inmuebles;17;
La Nava;Renta media (€/m2 mes);*;
La Nava;Cuantía media arrendamiento (€/mes);*;
La Nava;Superficie construida media (m2);*;
La Nava;Nº de bienes inmuebles;1;
La Palma del Condado;Renta media (€/m2 mes);3,377122582;
La Palma del Condado;Cuantía media arrendamiento (€/mes);350;
La Palma del Condado;Superficie construida media (m2);117;
La Palma del Condado;Nº de bienes inmuebles;76;
La Zarza-Perrunal;Renta media (€/m2 mes);*;
La Zarza-Perrunal;Cuantía media arrendamiento (€/mes);*;
La Zarza-Perrunal;Superficie construida media (m2);*;
La Zarza-Perrunal;Nº de bienes inmuebles;3;
Lepe;Renta media (€/m2 mes);3,846153846;
Lepe;Cuantía media arrendamiento (€/mes);400;
Lepe;Superficie construida media (m2);127;
Lepe;Nº de bienes inmuebles;193;
Linares de la Sierra;Renta media (€/m2 mes);*;
Linares de la Sierra;Cuantía media arrendamiento (€/mes);*;
Linares de la Sierra;Superficie construida media (m2);*;
Linares de la Sierra;Nº de bienes inmuebles;3;
Los Marines;Renta media (€/m2 mes);*;
Los Marines;Cuantía media arrendamiento (€/mes);*;
Los Marines;Superficie construida media (m2);*;
Los Marines;Nº de bienes inmuebles;5;
Lucena del Puerto;Renta media (€/m2 mes);3,140394089;
Lucena del Puerto;Cuantía media arrendamiento (€/mes);328,75;
Lucena del Puerto;Superficie construida media (m2);127,5;
Lucena del Puerto;Nº de bienes inmuebles;14;
Manzanilla;Renta media (€/m2 mes);*;
Manzanilla;Cuantía media arrendamiento (€/mes);*;
Manzanilla;Superficie construida media (m2);*;
Manzanilla;Nº de bienes inmuebles;6;
Minas de Riotinto;Renta media (€/m2 mes);4,697151682;
Minas de Riotinto;Cuantía media arrendamiento (€/mes);350,396174004;
Minas de Riotinto;Superficie construida media (m2);85;
Minas de Riotinto;Nº de bienes inmuebles;29;
Moguer;Renta media (€/m2 mes);4,831064709;
Moguer;Cuantía media arrendamiento (€/mes);440,24122807;
Moguer;Superficie construida media (m2);104;
Moguer;Nº de bienes inmuebles;167;
Nerva;Renta media (€/m2 mes);2,7946257;
Nerva;Cuantía media arrendamiento (€/mes);341,145833333;
Nerva;Superficie construida media (m2);123;
Nerva;Nº de bienes inmuebles;24;
Niebla;Renta media (€/m2 mes);3,798225309;
Niebla;Cuantía media arrendamiento (€/mes);361,708333333;
Niebla;Superficie construida media (m2);119;
Niebla;Nº de bienes inmuebles;16;
Palos de la Frontera;Renta media (€/m2 mes);4,821746352;
Palos de la Frontera;Cuantía media arrendamiento (€/mes);450;
Palos de la Frontera;Superficie construida media (m2);125;
Palos de la Frontera;Nº de bienes inmuebles;63;
Paterna del Campo;Renta media (€/m2 mes);3,074369736;
Paterna del Campo;Cuantía media arrendamiento (€/mes);305;
Paterna del Campo;Superficie construida media (m2);134,5;
Paterna del Campo;Nº de bienes inmuebles;14;
Paymogo;Renta media (€/m2 mes);*;
Paymogo;Cuantía media arrendamiento (€/mes);*;
Paymogo;Superficie construida media (m2);*;
Paymogo;Nº de bienes inmuebles;4;
Puebla de Guzmán;Renta media (€/m2 mes);2,886597938;
Puebla de Guzmán;Cuantía media arrendamiento (€/mes);300;
Puebla de Guzmán;Superficie construida media (m2);116;
Puebla de Guzmán;Nº de bienes inmuebles;11;
Puerto Moral;Renta media (€/m2 mes);*;
Puerto Moral;Cuantía media arrendamiento (€/mes);*;
Puerto Moral;Superficie construida media (m2);*;
Puerto Moral;Nº de bienes inmuebles;2;
Punta Umbría;Renta media (€/m2 mes);6,41025641;
Punta Umbría;Cuantía media arrendamiento (€/mes);500;
Punta Umbría;Superficie construida media (m2);110;
Punta Umbría;Nº de bienes inmuebles;57;
Rociana del Condado;Renta media (€/m2 mes);3,153409091;
Rociana del Condado;Cuantía media arrendamiento (€/mes);325;
Rociana del Condado;Superficie construida media (m2);124;
Rociana del Condado;Nº de bienes inmuebles;75;
Rosal de la Frontera;Renta media (€/m2 mes);*;
Rosal de la Frontera;Cuantía media arrendamiento (€/mes);*;
Rosal de la Frontera;Superficie construida media (m2);*;
Rosal de la Frontera;Nº de bienes inmuebles;5;
San Bartolomé de la Torre;Renta media (€/m2 mes);3,179138216;
San Bartolomé de la Torre;Cuantía media arrendamiento (€/mes);335;
San Bartolomé de la Torre;Superficie construida media (m2);117;
San Bartolomé de la Torre;Nº de bienes inmuebles;36;
San Juan del Puerto;Renta media (€/m2 mes);3,940214725;
San Juan del Puerto;Cuantía media arrendamiento (€/mes);400;
San Juan del Puerto;Superficie construida media (m2);123;
San Juan del Puerto;Nº de bienes inmuebles;39;
San Silvestre de Guzmán;Renta media (€/m2 mes);*;
San Silvestre de Guzmán;Cuantía media arrendamiento (€/mes);*;
San Silvestre de Guzmán;Superficie construida media (m2);*;
San Silvestre de Guzmán;Nº de bienes inmuebles;3;
Sanlúcar de Guadiana;Renta media (€/m2 mes);*;
Sanlúcar de Guadiana;Cuantía media arrendamiento (€/mes);*;
Sanlúcar de Guadiana;Superficie construida media (m2);*;
Sanlúcar de Guadiana;Nº de bienes inmuebles;7;
Santa Ana la Real;Renta media (€/m2 mes);*;
Santa Ana la Real;Cuantía media arrendamiento (€/mes);*;
Santa Ana la Real;Superficie construida media (m2);*;
Santa Ana la Real;Nº de bienes inmuebles;4;
Santa Bárbara de Casa;Renta media (€/m2 mes);*;
Santa Bárbara de Casa;Cuantía media arrendamiento (€/mes);*;
Santa Bárbara de Casa;Superficie construida media (m2);*;
Santa Bárbara de Casa;Nº de bienes inmuebles;4;
Santa Olalla del Cala;Renta media (€/m2 mes);*;
Santa Olalla del Cala;Cuantía media arrendamiento (€/mes);*;
Santa Olalla del Cala;Superficie construida media (m2);*;
Santa Olalla del Cala;Nº de bienes inmuebles;8;
Trigueros;Renta media (€/m2 mes);3,738317757;
Trigueros;Cuantía media arrendamiento (€/mes);400;
Trigueros;Superficie construida media (m2);113;
Trigueros;Nº de bienes inmuebles;53;
Valdelarco;Renta media (€/m2 mes);*;
Valdelarco;Cuantía media arrendamiento (€/mes);*;
Valdelarco;Superficie construida media (m2);*;
Valdelarco;Nº de bienes inmuebles;3;
Valverde del Camino;Renta media (€/m2 mes);3,688707293;
Valverde del Camino;Cuantía media arrendamiento (€/mes);400;
Valverde del Camino;Superficie construida media (m2);123;
Valverde del Camino;Nº de bienes inmuebles;120;
Villablanca;Renta media (€/m2 mes);3,347222222;
Villablanca;Cuantía media arrendamiento (€/mes);350;
Villablanca;Superficie construida media (m2);111;
Villablanca;Nº de bienes inmuebles;18;
Villalba del Alcor;Renta media (€/m2 mes);*;
Villalba del Alcor;Cuantía media arrendamiento (€/mes);*;
Villalba del Alcor;Superficie construida media (m2);*;
Villalba del Alcor;Nº de bienes inmuebles;7;
Villanueva de las Cruces;Renta media (€/m2 mes);*;
Villanueva de las Cruces;Cuantía media arrendamiento (€/mes);*;
Villanueva de las Cruces;Superficie construida media (m2);*;
Villanueva de las Cruces;Nº de bienes inmuebles;1;
Villanueva de los Castillejos;Renta media (€/m2 mes);2,623863296;
Villanueva de los Castillejos;Cuantía media arrendamiento (€/mes);300;
Villanueva de los Castillejos;Superficie construida media (m2);125,5;
Villanueva de los Castillejos;Nº de bienes inmuebles;24;
Villarrasa;Renta media (€/m2 mes);3,265795788;
Villarrasa;Cuantía media arrendamiento (€/mes);340;
Villarrasa;Superficie construida media (m2);145;
Villarrasa;Nº de bienes inmuebles;10;
Zalamea la Real;Renta media (€/m2 mes);3,191489362;
Zalamea la Real;Cuantía media arrendamiento (€/mes);350;
Zalamea la Real;Superficie construida media (m2);129;
Zalamea la Real;Nº de bienes inmuebles;19;
Zufre;Renta media (€/m2 mes);*;
Zufre;Cuantía media arrendamiento (€/mes);*;
Zufre;Superficie construida media (m2);*;
Zufre;Nº de bienes inmuebles;6;
Jaén;Renta media (€/m2 mes);2,777777778;
Jaén;Cuantía media arrendamiento (€/mes);330;
Jaén;Superficie construida media (m2);159,5;
Jaén;Nº de bienes inmuebles;1570;
Albanchez de Mágina;Renta media (€/m2 mes);*;
Albanchez de Mágina;Cuantía media arrendamiento (€/mes);*;
Albanchez de Mágina;Superficie construida media (m2);*;
Albanchez de Mágina;Nº de bienes inmuebles;1;
Alcalá la Real;Renta media (€/m2 mes);3,038862778;
Alcalá la Real;Cuantía media arrendamiento (€/mes);350;
Alcalá la Real;Superficie construida media (m2);163,5;
Alcalá la Real;Nº de bienes inmuebles;68;
Alcaudete;Renta media (€/m2 mes);1,928374656;
Alcaudete;Cuantía media arrendamiento (€/mes);273,75;
Alcaudete;Superficie construida media (m2);151;
Alcaudete;Nº de bienes inmuebles;25;
Aldeaquemada;Renta media (€/m2 mes);*;
Aldeaquemada;Cuantía media arrendamiento (€/mes);*;
Aldeaquemada;Superficie construida media (m2);*;
Aldeaquemada;Nº de bienes inmuebles;1;
Andújar;Renta media (€/m2 mes);3,185840708;
Andújar;Cuantía media arrendamiento (€/mes);325;
Andújar;Superficie construida media (m2);118;
Andújar;Nº de bienes inmuebles;51;
Arjona;Renta media (€/m2 mes);*;
Arjona;Cuantía media arrendamiento (€/mes);*;
Arjona;Superficie construida media (m2);*;
Arjona;Nº de bienes inmuebles;7;
Arjonilla;Renta media (€/m2 mes);*;
Arjonilla;Cuantía media arrendamiento (€/mes);*;
Arjonilla;Superficie construida media (m2);*;
Arjonilla;Nº de bienes inmuebles;3;
Arquillos;Renta media (€/m2 mes);*;
Arquillos;Cuantía media arrendamiento (€/mes);*;
Arquillos;Superficie construida media (m2);*;
Arquillos;Nº de bienes inmuebles;3;
Arroyo del Ojanco;Renta media (€/m2 mes);1,283125798;
Arroyo del Ojanco;Cuantía media arrendamiento (€/mes);224,442435748;
Arroyo del Ojanco;Superficie construida media (m2);242;
Arroyo del Ojanco;Nº de bienes inmuebles;10;
Baeza;Renta media (€/m2 mes);3,2;
Baeza;Cuantía media arrendamiento (€/mes);382,726269316;
Baeza;Superficie construida media (m2);166;
Baeza;Nº de bienes inmuebles;47;
Bailén;Renta media (€/m2 mes);3,204770111;
Bailén;Cuantía media arrendamiento (€/mes);406,916099773;
Bailén;Superficie construida media (m2);159;
Bailén;Nº de bienes inmuebles;22;
Baños de la Encina;Renta media (€/m2 mes);*;
Baños de la Encina;Cuantía media arrendamiento (€/mes);*;
Baños de la Encina;Superficie construida media (m2);*;
Baños de la Encina;Nº de bienes inmuebles;7;
Beas de Segura;Renta media (€/m2 mes);*;
Beas de Segura;Cuantía media arrendamiento (€/mes);*;
Beas de Segura;Superficie construida media (m2);*;
Beas de Segura;Nº de bienes inmuebles;5;
Bedmar y Garcíez;Renta media (€/m2 mes);*;
Bedmar y Garcíez;Cuantía media arrendamiento (€/mes);*;
Bedmar y Garcíez;Superficie construida media (m2);*;
Bedmar y Garcíez;Nº de bienes inmuebles;2;
Begíjar;Renta media (€/m2 mes);*;
Begíjar;Cuantía media arrendamiento (€/mes);*;
Begíjar;Superficie construida media (m2);*;
Begíjar;Nº de bienes inmuebles;3;
Bélmez de la Moraleda;Renta media (€/m2 mes);*;
Bélmez de la Moraleda;Cuantía media arrendamiento (€/mes);*;
Bélmez de la Moraleda;Superficie construida media (m2);*;
Bélmez de la Moraleda;Nº de bienes inmuebles;1;
Benatae;Renta media (€/m2 mes);*;
Benatae;Cuantía media arrendamiento (€/mes);*;
Benatae;Superficie construida media (m2);*;
Benatae;Nº de bienes inmuebles;1;
Cabra del Santo Cristo;Renta media (€/m2 mes);*;
Cabra del Santo Cristo;Cuantía media arrendamiento (€/mes);*;
Cabra del Santo Cristo;Superficie construida media (m2);*;
Cabra del Santo Cristo;Nº de bienes inmuebles;6;
Cambil;Renta media (€/m2 mes);*;
Cambil;Cuantía media arrendamiento (€/mes);*;
Cambil;Superficie construida media (m2);*;
Cambil;Nº de bienes inmuebles;7;
Campillo de Arenas;Renta media (€/m2 mes);*;
Campillo de Arenas;Cuantía media arrendamiento (€/mes);*;
Campillo de Arenas;Superficie construida media (m2);*;
Campillo de Arenas;Nº de bienes inmuebles;5;
Canena;Renta media (€/m2 mes);1,518173759;
Canena;Cuantía media arrendamiento (€/mes);250;
Canena;Superficie construida media (m2);188;
Canena;Nº de bienes inmuebles;11;
Carboneros;Renta media (€/m2 mes);*;
Carboneros;Cuantía media arrendamiento (€/mes);*;
Carboneros;Superficie construida media (m2);*;
Carboneros;Nº de bienes inmuebles;1;
Cárcheles;Renta media (€/m2 mes);*;
Cárcheles;Cuantía media arrendamiento (€/mes);*;
Cárcheles;Superficie construida media (m2);*;
Cárcheles;Nº de bienes inmuebles;6;
Castellar;Renta media (€/m2 mes);1,157775575;
Castellar;Cuantía media arrendamiento (€/mes);269,690416667;
Castellar;Superficie construida media (m2);354;
Castellar;Nº de bienes inmuebles;12;
Castillo de Locubín;Renta media (€/m2 mes);*;
Castillo de Locubín;Cuantía media arrendamiento (€/mes);*;
Castillo de Locubín;Superficie construida media (m2);*;
Castillo de Locubín;Nº de bienes inmuebles;9;
Cazalilla;Renta media (€/m2 mes);*;
Cazalilla;Cuantía media arrendamiento (€/mes);*;
Cazalilla;Superficie construida media (m2);*;
Cazalilla;Nº de bienes inmuebles;1;
Cazorla;Renta media (€/m2 mes);3,658536585;
Cazorla;Cuantía media arrendamiento (€/mes);350;
Cazorla;Superficie construida media (m2);150;
Cazorla;Nº de bienes inmuebles;19;
Chiclana de Segura;Renta media (€/m2 mes);*;
Chiclana de Segura;Cuantía media arrendamiento (€/mes);*;
Chiclana de Segura;Superficie construida media (m2);*;
Chiclana de Segura;Nº de bienes inmuebles;1;
Chilluévar;Renta media (€/m2 mes);*;
Chilluévar;Cuantía media arrendamiento (€/mes);*;
Chilluévar;Superficie construida media (m2);*;
Chilluévar;Nº de bienes inmuebles;4;
Espeluy;Renta media (€/m2 mes);*;
Espeluy;Cuantía media arrendamiento (€/mes);*;
Espeluy;Superficie construida media (m2);*;
Espeluy;Nº de bienes inmuebles;2;
Frailes;Renta media (€/m2 mes);*;
Frailes;Cuantía media arrendamiento (€/mes);*;
Frailes;Superficie construida media (m2);*;
Frailes;Nº de bienes inmuebles;3;
Fuensanta de Martos;Renta media (€/m2 mes);*;
Fuensanta de Martos;Cuantía media arrendamiento (€/mes);*;
Fuensanta de Martos;Superficie construida media (m2);*;
Fuensanta de Martos;Nº de bienes inmuebles;8;
Fuerte del Rey;Renta media (€/m2 mes);2,274599812;
Fuerte del Rey;Cuantía media arrendamiento (€/mes);350;
Fuerte del Rey;Superficie construida media (m2);168,5;
Fuerte del Rey;Nº de bienes inmuebles;26;
Génave;Renta media (€/m2 mes);*;
Génave;Cuantía media arrendamiento (€/mes);*;
Génave;Superficie construida media (m2);*;
Génave;Nº de bienes inmuebles;1;
Guarromán;Renta media (€/m2 mes);*;
Guarromán;Cuantía media arrendamiento (€/mes);*;
Guarromán;Superficie construida media (m2);*;
Guarromán;Nº de bienes inmuebles;6;
Higuera de Calatrava;Renta media (€/m2 mes);*;
Higuera de Calatrava;Cuantía media arrendamiento (€/mes);*;
Higuera de Calatrava;Superficie construida media (m2);*;
Higuera de Calatrava;Nº de bienes inmuebles;1;
Huelma;Renta media (€/m2 mes);2,125018805;
Huelma;Cuantía media arrendamiento (€/mes);300;
Huelma;Superficie construida media (m2);191;
Huelma;Nº de bienes inmuebles;14;
Huesa;Renta media (€/m2 mes);*;
Huesa;Cuantía media arrendamiento (€/mes);*;
Huesa;Superficie construida media (m2);*;
Huesa;Nº de bienes inmuebles;1;
Ibros;Renta media (€/m2 mes);*;
Ibros;Cuantía media arrendamiento (€/mes);*;
Ibros;Superficie construida media (m2);*;
Ibros;Nº de bienes inmuebles;7;
Iznatoraf;Renta media (€/m2 mes);*;
Iznatoraf;Cuantía media arrendamiento (€/mes);*;
Iznatoraf;Superficie construida media (m2);*;
Iznatoraf;Nº de bienes inmuebles;4;
Jabalquinto;Renta media (€/m2 mes);*;
Jabalquinto;Cuantía media arrendamiento (€/mes);*;
Jabalquinto;Superficie construida media (m2);*;
Jabalquinto;Nº de bienes inmuebles;9;
Jaén (capital);Renta media (€/m2 mes);3,819444444;
Jaén (capital);Cuantía media arrendamiento (€/mes);450;
Jaén (capital);Superficie construida media (m2);164;
Jaén (capital);Nº de bienes inmuebles;244;
